Area,Year,Population,Violent_crime,Violent_crime_per_100K,Murder,Murder_per_100K,Rape,Rape_per_100K,Robbery,Robbery_per_100K,Aggravated_assault,Aggravated_assault_per_100K,Property_crime,Property_crime_per_100K,Burglary,Burglary_per_100K,Larceny_theft,Larceny_theft_per_100K,Motor_vehicle_theft,Motor_vehicle_theft_per_100K,Rape_legacy,Rape_legacy_per_100K,Rape_revised,Rape_revised_per_100K,State,Total_crime,Total_crime_per_100K
Colorado,2014,5355588.0,16487.0,307.8,150.0,2.8,5325.0,99.4288582318132,3037.0,56.7,10211.0,190.7,135789.0,2535.5,23502.0,438.8,99688.0,1861.4,12599.0,235.2,2236.0,41.8,3089.0,57.7,CO,152276.0,2843.310575794852
Colorado,2015,5456574.0,17515.0,321.0,176.0,3.2,5634.0,103.25160072968863,3323.0,60.9,10759.0,197.2,144136.0,2641.5,23454.0,429.8,104682.0,1918.5,16000.0,293.2,2377.0,43.6,3257.0,59.7,CO,161651.0,2962.499912949041
Idaho,2014,1634806.0,3439.0,210.4,32.0,2.0,1108.0,67.77562597641555,203.0,12.4,2559.0,156.5,30440.0,1862.0,6466.0,395.5,22297.0,1363.9,1677.0,102.6,463.0,28.3,645.0,39.5,ID,33879.0,2072.3559859702004
Idaho,2015,1654930.0,3568.0,215.6,32.0,1.9,1227.0,74.14210872967436,192.0,11.6,2650.0,160.1,28858.0,1743.8,6124.0,370.0,20863.0,1260.7,1871.0,113.1,533.0,32.2,694.0,41.9,ID,32426.0,1959.357797610775
Montana,2014,1023252.0,3361.0,328.5,38.0,3.7,954.0,93.23216568352663,202.0,19.7,2563.0,250.5,25525.0,2494.5,3639.0,355.6,19826.0,1937.5,2060.0,201.3,396.0,38.7,558.0,54.5,MT,28886.0,2822.9605219437635
Montana,2015,1032949.0,3611.0,349.6,36.0,3.5,978.0,94.68037628188807,210.0,20.3,2818.0,272.8,27100.0,2623.6,3838.0,371.6,20844.0,2017.9,2418.0,234.1,431.0,41.7,547.0,53.0,MT,30711.0,2973.1380736125407
Nevada,2014,2838281.0,18043.0,635.7,170.0,6.0,2344.0,82.58519857618043,5954.0,209.8,10562.0,372.1,74574.0,2627.4,21924.0,772.4,42466.0,1496.2,10184.0,358.8,987.0,34.8,1357.0,47.8,NV,92617.0,3263.137088963355
Nevada,2015,2890845.0,20118.0,695.9,178.0,6.2,2926.0,101.21608041939295,6287.0,217.5,11965.0,413.9,77137.0,2668.3,22360.0,773.5,43426.0,1502.2,11351.0,392.7,1238.0,42.8,1688.0,58.4,NV,97255.0,3364.2412512604446
New Mexico,2014,2085567.0,12465.0,597.7,101.0,4.8,2551.0,122.31685675885743,2086.0,100.0,8797.0,421.8,73877.0,3542.3,18505.0,887.3,49082.0,2353.4,6290.0,301.6,1070.0,51.3,1481.0,71.0,NM,86342.0,4139.977281957376
New Mexico,2015,2085109.0,13681.0,656.1,117.0,5.6,2887.0,138.45798948640095,2485.0,119.2,9407.0,451.2,77094.0,3697.4,17085.0,819.4,51483.0,2469.1,8526.0,408.9,1215.0,58.3,1672.0,80.2,NM,90775.0,4353.489433885711
Utah,2014,2944498.0,6464.0,219.5,66.0,2.2,2661.0,90.37194115940986,1313.0,44.6,3538.0,120.2,85473.0,2902.8,11656.0,395.9,66487.0,2258.0,7330.0,248.9,1114.0,37.8,1547.0,52.5,UT,91937.0,3122.331888152072
Utah,2015,2995919.0,7071.0,236.0,54.0,1.8,2743.0,91.55788257292672,1326.0,44.3,4046.0,135.1,89278.0,2980.0,12468.0,416.2,68103.0,2273.2,8707.0,290.6,1098.0,36.6,1645.0,54.9,UT,96349.0,3216.0081764560387
Wyoming,2014,584304.0,1142.0,195.4,16.0,2.7,301.0,51.51428023768449,53.0,9.1,899.0,153.9,11477.0,1964.2,1689.0,289.1,9185.0,1572.0,603.0,103.2,127.0,21.7,174.0,29.8,WY,12619.0,2159.6634628549523
Wyoming,2015,586107.0,1302.0,222.1,16.0,2.7,298.0,50.84395852634417,59.0,10.1,1054.0,179.8,11151.0,1902.6,1762.0,300.6,8797.0,1500.9,592.0,101.0,125.0,21.3,173.0,29.5,WY,12453.0,2124.697367545516
Alaska,2014,737046.0,4684.0,635.5,41.0,5.6,1324.0,179.63600643650463,629.0,85.3,3243.0,440.0,20334.0,2758.9,3150.0,427.4,15445.0,2095.5,1739.0,235.9,553.0,75.0,771.0,104.6,AK,25018.0,3394.360731894617
Alaska,2015,738432.0,5392.0,730.2,59.0,8.0,1551.0,210.03965158606346,761.0,103.1,3671.0,497.1,20806.0,2817.6,3511.0,475.5,15249.0,2065.1,2046.0,277.1,650.0,88.0,901.0,122.0,AK,26198.0,3547.787744843127
California,2014,38792291.0,153763.0,396.4,1700.0,4.4,19967.0,51.47156686363277,48681.0,125.5,91804.0,236.7,947193.0,2441.7,202669.0,522.4,592673.0,1527.8,151851.0,391.4,8389.0,21.6,11578.0,29.8,CA,1100956.0,2838.0793493222664
California,2015,39144818.0,166883.0,426.3,1861.0,4.8,22198.0,56.707378228198685,52862.0,135.0,99349.0,253.8,1024914.0,2618.3,197404.0,504.3,656517.0,1677.1,170993.0,436.8,9387.0,24.0,12811.0,32.7,CA,1191797.0,3044.5843431945445
Hawaii,2014,1420257.0,3362.0,236.7,20.0,1.4,936.0,65.90356534063906,952.0,67.0,1842.0,129.7,46022.0,3240.4,7470.0,526.0,33003.0,2323.7,5549.0,390.7,388.0,27.3,548.0,38.6,HI,49384.0,3477.1171696390156
Hawaii,2015,1431603.0,4201.0,293.4,19.0,1.3,961.0,67.12754862905427,1203.0,84.0,2418.0,168.9,54346.0,3796.2,6557.0,458.0,42010.0,2934.5,5779.0,403.7,400.0,27.9,561.0,39.2,HI,58547.0,4089.6114355725713
Oregon,2014,3971202.0,10294.0,259.2,84.0,2.1,2785.0,70.12990021660949,2270.0,57.2,6320.0,159.1,123142.0,3100.9,18690.0,470.6,94177.0,2371.5,10275.0,258.7,1165.0,29.3,1620.0,40.8,OR,133436.0,3360.0909749743278
Oregon,2015,4028977.0,10468.0,259.8,99.0,2.5,2757.0,68.42928117981315,2146.0,53.3,6630.0,164.6,118719.0,2946.6,18336.0,455.1,89836.0,2229.7,10547.0,261.8,1164.0,28.9,1593.0,39.5,OR,129187.0,3206.4466985043596
Washington,2014,7063166.0,20185.0,285.8,178.0,2.5,4779.0,67.66087615666969,5641.0,79.9,11586.0,164.0,261257.0,3698.9,55381.0,784.1,175317.0,2482.1,30559.0,432.7,1999.0,28.3,2780.0,39.4,WA,281442.0,3984.6437135981228
Washington,2015,7170351.0,20394.0,284.4,211.0,2.9,4898.0,68.30906883080061,5449.0,76.0,12029.0,167.8,248369.0,3463.8,50993.0,711.2,170509.0,2378.0,26867.0,374.7,2193.0,30.6,2705.0,37.7,WA,268763.0,3748.254443889846
Puerto Rico,2014,3534888.0,8383.0,237.2,681.0,19.3,97.0,2.744075625592664,5171.0,146.3,2475.0,70.0,45622.0,1290.6,12035.0,340.5,28948.0,818.9,4639.0,131.2,41.0,1.2,56.0,1.6,PR,54005.0,1527.7711769085754
Puerto Rico,2015,3474182.0,7629.0,219.6,584.0,16.8,288.0,8.289721148748107,4070.0,117.1,2810.0,80.9,37717.0,1085.6,9150.0,263.4,24493.0,705.0,4074.0,117.3,123.0,3.5,165.0,4.7,PR,45346.0,1305.2281083719852
Connecticut,2016,3587685.0,8169.0,227.7,79.0,2.2,791.0,22.047643536152144,2711.0,75.6,4588.0,127.9,64875.0,1808.3,10107.0,281.7,47642.0,1327.9,7126.0,198.6,0.0,0.0,791.0,22.0,CT,73044.0,2035.9646958972148
Connecticut,2017,3588184.0,8180.0,228.0,102.0,2.8,837.0,23.326562963326296,2813.0,78.4,4428.0,123.4,63509.0,1769.9,8890.0,247.8,47310.0,1318.5,7309.0,203.7,0.0,0.0,837.0,23.3,CT,71689.0,1997.9187243463548
Maine,2016,1330232.0,1649.0,124.0,20.0,1.5,413.0,31.04721582400664,268.0,20.1,948.0,71.3,21908.0,1646.9,4001.0,300.8,17131.0,1287.8,776.0,58.3,0.0,0.0,413.0,31.0,ME,23557.0,1770.894099675846
Maine,2017,1335907.0,1617.0,121.0,23.0,1.7,473.0,35.40665630167369,249.0,18.6,872.0,65.3,20133.0,1507.1,3334.0,249.6,16006.0,1198.1,793.0,59.4,0.0,0.0,473.0,35.4,ME,21750.0,1628.1073457957775
Massachusetts,2016,6823721.0,25975.0,380.7,135.0,2.0,2141.0,31.375843179989335,5365.0,78.6,18334.0,268.7,106430.0,1559.7,19204.0,281.4,79155.0,1160.0,8071.0,118.3,0.0,0.0,2141.0,31.4,MA,132405.0,1940.363622721386
Massachusetts,2017,6859819.0,24560.0,358.0,173.0,2.5,2197.0,32.027084096533734,4871.0,71.0,17319.0,252.5,98575.0,1437.0,17089.0,249.1,73946.0,1078.0,7540.0,109.9,0.0,0.0,2197.0,32.0,MA,123135.0,1795.0182067486035
New Hampshire,2016,1335015.0,2668.0,199.8,19.0,1.4,609.0,45.61746497230368,431.0,32.3,1609.0,120.5,20323.0,1522.3,2989.0,223.9,16454.0,1232.5,880.0,65.9,0.0,0.0,609.0,45.6,NH,22991.0,1722.1529346112213
New Hampshire,2017,1342795.0,2668.0,198.7,14.0,1.0,663.0,49.374625315107664,419.0,31.2,1572.0,117.1,18555.0,1381.8,2574.0,191.7,15066.0,1122.0,915.0,68.1,0.0,0.0,663.0,49.4,NH,21223.0,1580.5093108032127
Rhode Island,2016,1057566.0,2529.0,239.1,29.0,2.7,445.0,42.077752121380605,541.0,51.2,1514.0,143.2,18910.0,1788.1,3650.0,345.1,14157.0,1338.6,1103.0,104.3,0.0,0.0,445.0,42.1,RI,21439.0,2027.2020847871436
Rhode Island,2017,1059639.0,2460.0,232.2,20.0,1.9,445.0,41.995434294132245,474.0,44.7,1521.0,143.5,18561.0,1751.6,3217.0,303.6,13861.0,1308.1,1483.0,140.0,0.0,0.0,445.0,42.0,RI,21021.0,1983.7888186448401
Vermont,2016,623354.0,851.0,136.5,14.0,2.2,170.0,27.2718230732457,78.0,12.5,589.0,94.5,9705.0,1556.9,1884.0,302.2,7637.0,1225.1,184.0,29.5,0.0,0.0,170.0,27.3,VT,10556.0,1693.419790359892
Vermont,2017,623657.0,1034.0,165.8,14.0,2.2,218.0,34.95511154368507,92.0,14.8,710.0,113.8,8960.0,1436.7,1854.0,297.3,6912.0,1108.3,194.0,31.1,0.0,0.0,218.0,35.0,VT,9994.0,1602.483416365085
New Jersey,2016,8978416.0,21861.0,243.5,378.0,4.2,1454.0,16.194393309465724,8940.0,99.6,11089.0,123.5,138012.0,1537.2,25229.0,281.0,101459.0,1130.0,11324.0,126.1,0.0,0.0,1454.0,16.2,NJ,159873.0,1780.6370299616324
New Jersey,2017,9005644.0,20604.0,228.8,324.0,3.6,1505.0,16.71174210306337,7895.0,87.7,10880.0,120.8,140086.0,1555.5,23891.0,265.3,104025.0,1155.1,12170.0,135.1,0.0,0.0,1505.0,16.7,NJ,160690.0,1784.3254741137891
New York,2016,19836286.0,74315.0,374.6,629.0,3.2,6281.0,31.66419358946528,22310.0,112.5,45095.0,227.3,305224.0,1538.7,39850.0,200.9,250990.0,1265.3,14384.0,72.5,0.0,0.0,6281.0,31.7,NY,379539.0,1913.3571677682003
New York,2017,19849399.0,70799.0,356.7,548.0,2.8,6324.0,31.859906690373847,20108.0,101.3,43819.0,220.8,300555.0,1514.2,35002.0,176.3,252143.0,1270.3,13410.0,67.6,0.0,0.0,6324.0,31.9,NY,371354.0,1870.8576516598814
Pennsylvania,2016,12787085.0,40389.0,315.9,674.0,5.3,4459.0,34.87112191715313,12314.0,96.3,22942.0,179.4,222394.0,1739.2,35178.0,275.1,174147.0,1361.9,13069.0,102.2,0.0,0.0,4459.0,34.9,PA,262783.0,2055.065716697746
Pennsylvania,2017,12805537.0,40120.0,313.3,739.0,5.8,4201.0,32.80612128956404,11793.0,92.1,23387.0,182.6,211220.0,1649.4,32057.0,250.3,166178.0,1297.7,12985.0,101.4,0.0,0.0,4201.0,32.8,PA,251340.0,1962.744709573679
Illinois,2016,12835726.0,56054.0,436.7,1061.0,8.3,5003.0,38.9771486240825,17829.0,138.9,32161.0,250.6,263256.0,2051.0,48193.0,375.5,195196.0,1520.7,19867.0,154.8,0.0,0.0,5003.0,39.0,IL,319310.0,2487.666065791682
Illinois,2017,12802023.0,56180.0,438.8,997.0,7.8,5556.0,43.399390861897366,17567.0,137.2,32060.0,250.4,257497.0,2011.4,43459.0,339.5,193157.0,1508.8,20881.0,163.1,0.0,0.0,5556.0,43.4,IL,313677.0,2450.2143137846256
Indiana,2016,6634007.0,26516.0,399.7,431.0,6.5,2449.0,36.915848897958654,7291.0,109.9,16345.0,246.4,168460.0,2539.3,33567.0,506.0,120454.0,1815.7,14439.0,217.7,0.0,0.0,2449.0,36.9,IN,194976.0,2939.038201195748
Indiana,2017,6666818.0,26598.0,399.0,397.0,6.0,2625.0,39.37410620778908,6600.0,99.0,16976.0,254.6,161132.0,2416.9,30140.0,452.1,115591.0,1733.8,15401.0,231.0,0.0,0.0,2625.0,39.4,IN,187730.0,2815.8860793859976
Michigan,2016,9933445.0,45782.0,460.9,612.0,6.2,7268.0,73.16696272038553,7123.0,71.7,30779.0,309.9,190249.0,1915.2,39738.0,400.0,130249.0,1311.2,20262.0,204.0,0.0,0.0,7268.0,73.2,MI,236031.0,2376.1242952470166
Michigan,2017,9962311.0,44826.0,450.0,569.0,5.7,7031.0,70.57599386327128,6488.0,65.1,30738.0,308.5,179318.0,1800.0,35641.0,357.8,124104.0,1245.7,19573.0,196.5,0.0,0.0,7031.0,70.6,MI,224144.0,2249.9197224419113
Ohio,2016,11622554.0,35759.0,307.7,683.0,5.9,5754.0,49.507190932388866,12574.0,108.2,16748.0,144.1,300945.0,2589.3,67081.0,577.2,214102.0,1842.1,19762.0,170.0,0.0,0.0,5754.0,49.5,OH,336704.0,2896.9880458288253
Ohio,2017,11658609.0,34683.0,297.5,710.0,6.1,5859.0,50.254708773576674,11605.0,99.5,16509.0,141.6,282034.0,2419.1,58573.0,502.4,203208.0,1743.0,20253.0,173.7,0.0,0.0,5859.0,50.3,OH,316717.0,2716.5933774775363
Wisconsin,2016,5772917.0,17716.0,306.9,232.0,4.0,2005.0,34.7311419859319,4707.0,81.5,10772.0,186.6,111911.0,1938.6,19498.0,337.7,82455.0,1428.3,9958.0,172.5,0.0,0.0,2005.0,34.7,WI,129627.0,2245.4332878854834
Wisconsin,2017,5795483.0,18539.0,319.9,186.0,3.2,2139.0,36.90805408280898,4345.0,75.0,11869.0,204.8,104802.0,1808.3,17599.0,303.7,77735.0,1341.3,9468.0,163.4,0.0,0.0,2139.0,36.9,WI,123341.0,2128.226413570707
Iowa,2016,3130869.0,9170.0,292.9,73.0,2.3,1278.0,40.819338017655795,1150.0,36.7,6669.0,213.0,65888.0,2104.5,15306.0,488.9,45580.0,1455.8,5002.0,159.8,0.0,0.0,1278.0,40.8,IA,75058.0,2397.3535781918695
Iowa,2017,3145711.0,9230.0,293.4,104.0,3.3,1234.0,39.22801554243222,1253.0,39.8,6639.0,211.0,66855.0,2125.3,15078.0,479.3,46198.0,1468.6,5579.0,177.4,0.0,0.0,1234.0,39.2,IA,76085.0,2418.6900831004505
Kansas,2016,2907731.0,11665.0,401.2,132.0,4.5,1618.0,55.64476218742381,1757.0,60.4,8158.0,280.6,82293.0,2830.1,14759.0,507.6,60119.0,2067.6,7415.0,255.0,0.0,0.0,1618.0,55.6,KS,93958.0,3231.316789620498
Kansas,2017,2913123.0,12030.0,413.0,160.0,5.5,1627.0,55.85071416483272,1785.0,61.3,8458.0,290.3,81593.0,2800.9,13931.0,478.2,59816.0,2053.3,7846.0,269.3,0.0,0.0,1627.0,55.9,KS,93623.0,3213.836147666954
Minnesota,2016,5525050.0,13365.0,241.9,101.0,1.8,2349.0,42.515452348847525,3730.0,67.5,7185.0,130.0,117723.0,2130.7,18582.0,336.3,90421.0,1636.6,8720.0,157.8,0.0,0.0,2349.0,42.5,MN,131088.0,2372.6120125609723
Minnesota,2017,5576606.0,13291.0,238.3,113.0,2.0,2385.0,42.767948820483284,3621.0,64.9,7172.0,128.6,122212.0,2191.5,18787.0,336.9,93446.0,1675.7,9979.0,178.9,0.0,0.0,2385.0,42.8,MN,135503.0,2429.8471148938975
Missouri,2016,6091176.0,31720.0,520.8,538.0,8.8,2557.0,41.9787574681802,6576.0,108.0,22049.0,362.0,170661.0,2801.8,31716.0,520.7,120649.0,1980.7,18296.0,300.4,0.0,0.0,2557.0,42.0,MO,202381.0,3322.527538196237
Missouri,2017,6113532.0,32420.0,530.3,600.0,9.8,2729.0,44.63868022609516,6351.0,103.9,22740.0,372.0,173253.0,2833.9,30081.0,492.0,123251.0,2016.0,19921.0,325.9,0.0,0.0,2729.0,44.6,MO,205673.0,3364.225459194456
Nebraska,2016,1907603.0,5661.0,296.8,49.0,2.6,1108.0,58.08336430588545,946.0,49.6,3558.0,186.5,43197.0,2264.5,6459.0,338.6,32009.0,1678.0,4729.0,247.9,0.0,0.0,1108.0,58.1,NE,48858.0,2561.224741206635
Nebraska,2017,1920076.0,5873.0,305.9,43.0,2.2,1191.0,62.02879469354338,968.0,50.4,3671.0,191.2,43663.0,2274.0,6472.0,337.1,31988.0,1666.0,5203.0,271.0,0.0,0.0,1191.0,62.0,NE,49536.0,2579.897879042288
North Dakota,2016,755548.0,1905.0,252.1,16.0,2.1,356.0,47.118118240005934,181.0,24.0,1352.0,178.9,17451.0,2309.7,3248.0,429.9,12249.0,1621.2,1954.0,258.6,0.0,0.0,356.0,47.1,ND,19356.0,2561.849147903244
North Dakota,2017,755393.0,2125.0,281.3,10.0,1.3,399.0,52.82018763742846,183.0,24.2,1533.0,202.9,16602.0,2197.8,2942.0,389.5,11887.0,1573.6,1773.0,234.7,0.0,0.0,399.0,52.8,ND,18727.0,2479.1069019702327
South Dakota,2016,861542.0,3636.0,422.0,28.0,3.2,526.0,61.05332067386151,274.0,31.8,2808.0,325.9,17207.0,1997.2,3002.0,348.4,12705.0,1474.7,1500.0,174.1,0.0,0.0,526.0,61.1,SD,20843.0,2419.266849439726
South Dakota,2017,869666.0,3771.0,433.6,25.0,2.9,595.0,68.4170704615335,238.0,27.4,2913.0,335.0,16317.0,1876.2,2707.0,311.3,12227.0,1405.9,1383.0,159.0,0.0,0.0,595.0,68.4,SD,20088.0,2309.852288119807
Delaware,2016,952698.0,4859.0,510.0,58.0,6.1,311.0,32.644132768201466,1359.0,142.6,3131.0,328.6,26370.0,2767.9,5028.0,527.8,19812.0,2079.6,1530.0,160.6,0.0,0.0,311.0,32.6,DE,31229.0,3277.9537691902365
Delaware,2017,961939.0,4361.0,453.4,54.0,5.6,334.0,34.72153639679855,1082.0,112.5,2891.0,300.5,23477.0,2440.6,3970.0,412.7,18138.0,1885.6,1369.0,142.3,0.0,0.0,334.0,34.7,DE,27838.0,2893.9464976469403
District Of Columbia,2016,684336.0,8236.0,1203.5,136.0,19.9,533.0,77.88571695775174,3500.0,511.4,4067.0,594.3,32377.0,4731.2,2361.0,345.0,27089.0,3958.4,2927.0,427.7,0.0,0.0,533.0,77.9,DC,40613.0,5934.657828902761
District Of Columbia,2017,693972.0,6974.0,1004.9,116.0,16.7,444.0,63.97952655150352,2623.0,378.0,3791.0,546.3,29729.0,4283.9,1809.0,260.7,25333.0,3650.4,2587.0,372.8,0.0,0.0,444.0,64.0,DC,36703.0,5288.830096891517
Florida,2016,20656589.0,88700.0,429.4,1111.0,5.4,7598.0,36.782452320661456,20175.0,97.7,59816.0,289.6,553812.0,2681.0,100325.0,485.7,410352.0,1986.5,43135.0,208.8,0.0,0.0,7598.0,36.8,FL,642512.0,3110.4457759216684
Florida,2017,20984400.0,85625.0,408.0,1057.0,5.0,7940.0,37.83763176454891,18597.0,88.6,58031.0,276.5,527220.0,2512.4,88853.0,423.4,395453.0,1884.5,42914.0,204.5,0.0,0.0,7940.0,37.8,FL,612845.0,2920.479022511961
Georgia,2016,10313620.0,40268.0,390.4,682.0,6.6,3381.0,32.781894233062694,12114.0,117.5,24091.0,233.6,307305.0,2979.6,62715.0,608.1,218127.0,2114.9,26463.0,256.6,0.0,0.0,3381.0,32.8,GA,347573.0,3370.0388418421467
Georgia,2017,10429379.0,37258.0,357.2,703.0,6.7,2718.0,26.060995577972573,10044.0,96.3,23793.0,228.1,298298.0,2860.2,55374.0,530.9,216661.0,2077.4,26263.0,251.8,0.0,0.0,2718.0,26.1,GA,335556.0,3217.411122944137
Maryland,2016,6024752.0,29019.0,481.7,536.0,8.9,1827.0,30.324899680517966,10815.0,179.5,15841.0,262.9,139716.0,2319.0,24832.0,412.2,100995.0,1676.3,13889.0,230.5,0.0,0.0,1827.0,30.3,MD,168735.0,2800.6961946317456
Maryland,2017,6052177.0,30273.0,500.2,546.0,9.0,1691.0,27.940359312029372,11200.0,185.1,16836.0,278.2,134496.0,2222.3,23508.0,388.4,97420.0,1609.7,13568.0,224.2,0.0,0.0,1691.0,27.9,MD,164769.0,2722.474904484783
North Carolina,2016,10156689.0,37767.0,371.8,678.0,6.7,2847.0,28.030788379953346,9336.0,91.9,24906.0,245.2,277765.0,2734.8,72082.0,709.7,190377.0,1874.4,15306.0,150.7,0.0,0.0,2847.0,28.0,NC,315532.0,3106.6423319646788
North Carolina,2017,10273419.0,37364.0,363.7,591.0,5.8,2715.0,26.427424015315644,9350.0,91.0,24708.0,240.5,261486.0,2545.3,64786.0,630.6,180902.0,1760.9,15798.0,153.8,0.0,0.0,2715.0,26.4,NC,298850.0,2908.9634132512265
South Carolina,2016,4959822.0,25137.0,506.8,358.0,7.2,2491.0,50.22357657190117,4071.0,82.1,18217.0,367.3,161534.0,3256.9,33149.0,668.4,114455.0,2307.6,13930.0,280.9,0.0,0.0,2491.0,50.2,SC,186671.0,3763.663292755264
South Carolina,2017,5024369.0,25432.0,506.2,390.0,7.8,2504.0,49.83710392290056,3870.0,77.0,18668.0,371.5,160575.0,3195.9,31306.0,623.1,115012.0,2289.1,14257.0,283.8,0.0,0.0,2504.0,49.8,SC,186007.0,3702.096721001184
Virginia,2016,8414380.0,18495.0,219.8,482.0,5.7,2830.0,33.63289986903372,4826.0,57.4,10357.0,123.1,157292.0,1869.3,20159.0,239.6,127285.0,1512.7,9848.0,117.0,0.0,0.0,2830.0,33.6,VA,175787.0,2089.1259962112476
Virginia,2017,8470020.0,17632.0,208.2,453.0,5.3,2862.0,33.789766730184816,4332.0,51.1,9985.0,117.9,151855.0,1792.9,18468.0,218.0,123215.0,1454.7,10172.0,120.1,0.0,0.0,2862.0,33.8,VA,169487.0,2001.0224296991032
West Virginia,2016,1828637.0,6633.0,362.7,85.0,4.6,684.0,37.40490868335269,720.0,39.4,5144.0,281.3,37282.0,2038.8,9127.0,499.1,25657.0,1403.1,2498.0,136.6,0.0,0.0,684.0,37.4,WV,43915.0,2401.5154456570663
West Virginia,2017,1815857.0,6368.0,350.7,85.0,4.7,795.0,43.78098055078126,524.0,28.9,4964.0,273.4,33630.0,1852.0,7628.0,420.1,23000.0,1266.6,3002.0,165.3,0.0,0.0,795.0,43.8,WV,39998.0,2202.706490654275
Alabama,2016,4860545.0,25878.0,532.4,407.0,8.4,1915.0,39.39887399458291,4687.0,96.4,18869.0,388.2,143259.0,2947.4,34045.0,700.4,97498.0,2005.9,11716.0,241.0,0.0,0.0,1915.0,39.4,AL,169137.0,3479.7949612646316
Alabama,2017,4874747.0,25551.0,524.2,404.0,8.3,2028.0,41.60215904538225,4217.0,86.5,18902.0,387.8,144160.0,2957.3,31477.0,645.7,99842.0,2048.1,12841.0,263.4,0.0,0.0,2028.0,41.6,AL,169711.0,3481.4319594432286
Kentucky,2016,4436113.0,10452.0,235.6,265.0,6.0,1748.0,39.40386550117186,3371.0,76.0,5068.0,114.2,97713.0,2202.7,20932.0,471.9,66833.0,1506.6,9948.0,224.3,0.0,0.0,1748.0,39.4,KY,108165.0,2438.2832448136464
Kentucky,2017,4454189.0,10056.0,225.8,263.0,5.9,1661.0,37.290739122206084,2958.0,66.4,5174.0,116.2,94833.0,2129.1,20195.0,453.4,64394.0,1445.7,10244.0,230.0,0.0,0.0,1661.0,37.3,KY,104889.0,2354.839455622561
Mississippi,2016,2985415.0,8411.0,281.7,237.0,7.9,1282.0,42.942103526645376,2433.0,81.5,4459.0,149.4,82521.0,2764.1,23489.0,786.8,54725.0,1833.1,4307.0,144.3,0.0,0.0,1282.0,42.9,MS,90932.0,3045.874694138001
Mississippi,2017,2984100.0,8526.0,285.7,245.0,8.2,1091.0,36.560436982674844,2071.0,69.4,5119.0,171.5,81581.0,2733.9,24710.0,828.1,52240.0,1750.6,4631.0,155.2,0.0,0.0,1091.0,36.6,MS,90107.0,3019.5703897322473
Tennessee,2016,6649404.0,42459.0,638.5,495.0,7.4,2803.0,42.15415396628029,7829.0,117.7,31332.0,471.2,191199.0,2875.4,40607.0,610.7,135353.0,2035.6,15239.0,229.2,0.0,0.0,2803.0,42.2,TN,233658.0,3513.9690715137776
Tennessee,2017,6715984.0,43755.0,651.5,527.0,7.8,2934.0,43.68682236288829,7862.0,117.1,32432.0,482.9,197488.0,2940.6,38716.0,576.5,140248.0,2088.3,18524.0,275.8,0.0,0.0,2934.0,43.7,TN,241243.0,3592.0722860566666
Arkansas,2016,2988231.0,16563.0,554.3,217.0,7.3,2214.0,74.0906576499608,2125.0,71.1,12007.0,401.8,98092.0,3282.6,23814.0,796.9,67091.0,2245.2,7187.0,240.5,0.0,0.0,2214.0,74.1,AR,114655.0,3836.885434894424
Arkansas,2017,3004279.0,16671.0,554.9,258.0,8.6,2053.0,68.33586361319969,1935.0,64.4,12425.0,413.6,92489.0,3078.6,21862.0,727.7,63374.0,2109.5,7253.0,241.4,0.0,0.0,2053.0,68.3,AR,109160.0,3633.4841071684755
Louisiana,2016,4686157.0,26477.0,565.0,555.0,11.8,1819.0,38.81645450632576,5575.0,119.0,18528.0,395.4,154511.0,3297.2,34689.0,740.2,109492.0,2336.5,10330.0,220.4,0.0,0.0,1819.0,38.8,LA,180988.0,3862.183874761345
Louisiana,2017,4684333.0,26092.0,557.0,582.0,12.4,1867.0,39.85626128629199,5358.0,114.4,18285.0,390.3,157712.0,3366.8,34265.0,731.5,112485.0,2401.3,10962.0,234.0,0.0,0.0,1867.0,39.9,LA,183804.0,3923.8030259590855
Oklahoma,2016,3921207.0,17855.0,455.3,247.0,6.3,2100.0,53.554938568660106,3174.0,80.9,12334.0,314.5,118010.0,3009.5,29376.0,749.2,76358.0,1947.3,12276.0,313.1,0.0,0.0,2100.0,53.6,OK,135865.0,3464.877013633812
Oklahoma,2017,3930864.0,17934.0,456.2,242.0,6.2,2142.0,54.49183690913753,3000.0,76.3,12550.0,319.3,113066.0,2876.4,28608.0,727.8,72207.0,1836.9,12251.0,311.7,0.0,0.0,2142.0,54.5,OK,131000.0,3332.6006699799336
Texas,2016,27904862.0,121064.0,433.8,1478.0,5.3,13446.0,48.18515139046379,33298.0,119.3,72842.0,261.0,769892.0,2759.0,148796.0,533.2,552106.0,1978.5,68990.0,247.2,0.0,0.0,13446.0,48.2,TX,890956.0,3192.8342809937567
Texas,2017,28304596.0,124238.0,438.9,1412.0,5.0,14470.0,51.12243962075983,32267.0,114.0,76089.0,268.8,725328.0,2562.6,134066.0,473.7,523221.0,1848.5,68041.0,240.4,0.0,0.0,14470.0,51.1,TX,849566.0,3001.5125458777084
Arizona,2016,6908642.0,32542.0,471.0,389.0,5.6,3304.0,47.82415994344474,7045.0,102.0,21804.0,315.6,207317.0,3000.8,38216.0,553.2,150618.0,2180.1,18483.0,267.5,0.0,0.0,3304.0,47.8,AZ,239859.0,3471.869001172734
