Area,Year,Population,Violent_crime,Violent_crime_per_100K,Murder,Murder_per_100K,Rape,Rape_per_100K,Robbery,Robbery_per_100K,Aggravated_assault,Aggravated_assault_per_100K,Property_crime,Property_crime_per_100K,Burglary,Burglary_per_100K,Larceny_theft,Larceny_theft_per_100K,Motor_vehicle_theft,Motor_vehicle_theft_per_100K,Rape_legacy,Rape_legacy_per_100K,Rape_revised,Rape_revised_per_100K,State,Total_crime,Total_crime_per_100K
Kansas,2002,2715884.0,10229.0,376.64,78.0,2.87,1035.0,38.11,2165.0,79.72,6951.0,255.94,100768.0,3710.32,19679.0,724.59,73877.0,2720.18,7212.0,265.55,,,,,KS,110997.0,4086.9565857746497
Kentucky,2002,4092891.0,11418.0,278.97,184.0,4.5,1088.0,26.58,3063.0,74.84,7083.0,173.06,107381.0,2623.6,27855.0,680.57,70776.0,1729.24,8750.0,213.79,,,,,KY,118799.0,2902.5693574541806
Louisiana,2002,4482646.0,29690.0,662.33,593.0,13.23,1529.0,34.11,7123.0,158.9,20445.0,456.09,198838.0,4435.73,45350.0,1011.68,133302.0,2973.73,20186.0,450.31,,,,,LA,228528.0,5098.06038665556
Maine,2002,1294464.0,1396.0,107.84,14.0,1.08,377.0,29.12,270.0,20.86,735.0,56.78,32985.0,2548.16,6965.0,538.06,24591.0,1899.71,1429.0,110.39,,,,,ME,34381.0,2656.002793434194
Maryland,2002,5458137.0,42015.0,769.77,513.0,9.4,1370.0,25.1,13417.0,245.82,26715.0,489.45,217105.0,3977.64,39765.0,728.55,143320.0,2625.8,34020.0,623.29,,,,,MD,259120.0,4747.407402928875
Massachusetts,2002,6427801.0,31137.0,484.41,173.0,2.69,1777.0,27.65,7169.0,111.53,22018.0,342.54,167753.0,2609.8,33243.0,517.18,107922.0,1678.99,26588.0,413.64,,,,,MA,198890.0,3094.2152689543436
Michigan,2002,10050446.0,54306.0,540.33,678.0,6.75,5364.0,53.37,11847.0,117.88,36417.0,362.34,335060.0,3333.78,70970.0,706.14,214367.0,2132.91,49723.0,494.73,,,,,MI,389366.0,3874.1166312420364
Minnesota,2002,5019720.0,13428.0,267.5,112.0,2.23,2273.0,45.28,3937.0,78.43,7106.0,141.56,164026.0,3267.63,28034.0,558.48,122150.0,2433.4,13842.0,275.75,,,,,MN,177454.0,3535.137418023316
Mississippi,2002,2871782.0,9858.0,343.27,264.0,9.19,1127.0,39.24,3356.0,116.86,5111.0,177.97,109584.0,3815.89,29593.0,1030.48,70468.0,2453.81,9523.0,331.61,,,,,MS,119442.0,4159.159713376572
Missouri,2002,5672579.0,30557.0,538.68,331.0,5.84,1465.0,25.83,7024.0,123.82,21737.0,383.19,230520.0,4063.76,42721.0,753.11,159921.0,2819.19,27878.0,491.45,,,,,MO,261077.0,4602.439207986349
Montana,2002,909453.0,3197.0,351.53,16.0,1.76,237.0,26.06,283.0,31.12,2661.0,292.59,28751.0,3161.35,3289.0,361.65,23679.0,2603.65,1783.0,196.05,,,,,MT,31948.0,3512.880819569565
Nebraska,2002,1729180.0,5428.0,313.91,48.0,2.78,464.0,26.83,1359.0,78.59,3557.0,205.7,68178.0,3942.79,10329.0,597.34,51440.0,2974.82,6409.0,370.64,,,,,NE,73606.0,4256.69970737575
Nevada,2002,2173491.0,13856.0,637.5,181.0,8.33,928.0,42.7,5118.0,235.47,7629.0,351.0,83896.0,3859.97,18951.0,871.92,47459.0,2183.54,17486.0,804.51,,,,,NV,97752.0,4497.465137881869
New Hampshire,2002,1275056.0,2056.0,161.25,12.0,0.94,446.0,34.98,413.0,32.39,1185.0,92.94,26250.0,2058.73,4838.0,379.43,19468.0,1526.83,1944.0,152.46,,,,,NH,28306.0,2219.9809263279417
New Jersey,2002,8590300.0,32168.0,374.47,337.0,3.92,1347.0,15.68,13905.0,161.87,16579.0,193.0,227621.0,2649.74,43898.0,511.02,147984.0,1722.69,35739.0,416.04,,,,,NJ,259789.0,3024.2133569258353
New Mexico,2002,1855059.0,13719.0,739.55,152.0,8.19,1027.0,55.36,2206.0,118.92,10334.0,557.07,80477.0,4338.24,19634.0,1058.4,53406.0,2878.94,7437.0,400.9,,,,,NM,94196.0,5077.78997864758
New York,2002,19157532.0,95030.0,496.05,909.0,4.74,3885.0,20.28,36653.0,191.32,53583.0,279.7,442091.0,2307.66,76700.0,400.36,318025.0,1660.05,47366.0,247.24,,,,,NY,537121.0,2803.7066569952744
North Carolina,2002,8320146.0,39118.0,470.16,548.0,6.59,2196.0,26.39,12205.0,146.69,24169.0,290.49,353708.0,4251.22,99535.0,1196.31,229307.0,2756.05,24866.0,298.86,,,,,NC,392826.0,4721.383494953094
North Dakota,2002,634110.0,496.0,78.22,5.0,0.79,163.0,25.71,58.0,9.15,270.0,42.58,14762.0,2327.99,2243.0,353.72,11501.0,1813.72,1018.0,160.54,,,,,ND,15258.0,2406.207124946776
Ohio,2002,11421267.0,40128.0,351.34,526.0,4.61,4809.0,42.11,17871.0,156.47,16922.0,148.16,428976.0,3755.94,99164.0,868.24,287045.0,2513.25,42767.0,374.45,,,,,OH,469104.0,4107.285119943348
Oklahoma,2002,3493714.0,17587.0,503.39,163.0,4.67,1573.0,45.02,2966.0,84.9,12885.0,368.81,148128.0,4239.84,35171.0,1006.69,100185.0,2867.58,12772.0,365.57,,,,,OK,165715.0,4743.233132420112
Oregon,2002,3521515.0,10298.0,292.43,72.0,2.04,1238.0,35.16,2742.0,77.86,6246.0,177.37,161145.0,4576.01,25696.0,729.69,118925.0,3377.1,16524.0,469.23,,,,,OR,171443.0,4868.4444053198695
Pennsylvania,2002,12335091.0,49578.0,401.93,624.0,5.06,3731.0,30.25,17163.0,139.14,28060.0,227.48,300868.0,2439.12,55610.0,450.83,212441.0,1722.25,32817.0,266.05,,,,,PA,350446.0,2841.0491661553206
Rhode Island,2002,1069725.0,3051.0,285.21,41.0,3.83,395.0,36.93,916.0,85.63,1699.0,158.83,35342.0,3303.84,6415.0,599.69,24051.0,2248.33,4876.0,455.82,,,,,RI,38393.0,3589.0532613522164
South Carolina,2002,4107183.0,33761.0,822.0,298.0,7.26,1959.0,47.7,5774.0,140.58,25730.0,626.46,183808.0,4475.28,43745.0,1065.09,123196.0,2999.53,16867.0,410.67,,,,,SC,217569.0,5297.280398755059
South Dakota,2002,761063.0,1350.0,177.38,11.0,1.45,361.0,47.43,117.0,15.37,861.0,113.13,15992.0,2101.27,3034.0,398.65,12139.0,1595.01,819.0,107.61,,,,,SD,17342.0,2278.654986512286
Tennessee,2002,5797289.0,41562.0,716.92,420.0,7.24,2290.0,39.5,9413.0,162.37,29439.0,507.81,249399.0,4301.99,61248.0,1056.49,161610.0,2787.68,26541.0,457.82,,,,,TN,290961.0,5018.914875556488
Texas,2002,21779893.0,126018.0,578.6,1302.0,5.98,8508.0,39.06,37580.0,172.54,78628.0,361.01,1004274.0,4611.01,212602.0,976.14,688992.0,3163.43,102680.0,471.44,,,,,TX,1130292.0,5189.612272199868
Utah,2002,2316256.0,5488.0,236.93,47.0,2.03,943.0,40.71,1140.0,49.22,3358.0,144.98,97641.0,4215.47,15124.0,652.95,74795.0,3229.13,7722.0,333.38,,,,,UT,103129.0,4452.400770899245
Vermont,2002,616592.0,658.0,106.72,13.0,2.11,126.0,20.43,77.0,12.49,442.0,71.68,14942.0,2423.32,3489.0,565.85,10684.0,1732.75,769.0,124.72,,,,,VT,15600.0,2530.0360692321665
Virginia,2002,7293542.0,21256.0,291.44,388.0,5.32,1839.0,25.21,6961.0,95.44,12068.0,165.46,207783.0,2848.86,31757.0,435.41,157548.0,2160.1,18478.0,253.35,,,,,VA,229039.0,3140.2986367940293
Washington,2002,6068996.0,20964.0,345.43,184.0,3.03,2734.0,45.05,5797.0,95.52,12249.0,201.83,288967.0,4761.36,54948.0,905.39,193526.0,3188.76,40493.0,667.21,,,,,WA,309931.0,5106.791963613092
West Virginia,2002,1801873.0,4221.0,234.26,57.0,3.16,328.0,18.2,657.0,36.46,3179.0,176.43,41099.0,2280.9,9677.0,537.05,27524.0,1527.52,3898.0,216.33,,,,,WV,45320.0,2515.16061342836
Wisconsin,2002,5441196.0,12238.0,224.91,154.0,2.83,1237.0,22.73,4713.0,86.62,6134.0,112.73,164749.0,3027.81,27926.0,513.23,123365.0,2267.24,13458.0,247.34,,,,,WI,176987.0,3252.722379418054
Wyoming,2002,498703.0,1364.0,273.51,15.0,3.01,148.0,29.68,93.0,18.65,1108.0,222.18,16494.0,3307.38,2448.0,490.87,13303.0,2667.52,743.0,148.99,,,,,WY,17858.0,3580.8888256136415
Alabama,2003,4500752.0,19331.0,429.51,299.0,6.64,1656.0,36.79,6038.0,134.16,11338.0,251.91,182241.0,4049.12,43245.0,960.84,124039.0,2755.96,14957.0,332.32,,,,,AL,201572.0,4478.629349051003
Alaska,2003,648818.0,3850.0,593.39,39.0,6.01,600.0,92.48,444.0,68.43,2767.0,426.47,24280.0,3742.19,3855.0,594.16,17977.0,2770.73,2448.0,377.3,,,,,AK,28130.0,4335.576386598399
Arizona,2003,5580811.0,28638.0,513.15,441.0,7.9,1856.0,33.26,7619.0,136.52,18722.0,335.47,314335.0,5632.43,58613.0,1050.26,198725.0,3560.86,56997.0,1021.3,,,,,AZ,342973.0,6145.576332902154
Arkansas,2003,2725714.0,12431.0,456.06,174.0,6.38,903.0,33.13,2228.0,81.74,9126.0,334.81,98710.0,3621.44,24903.0,913.63,67797.0,2487.31,6010.0,220.49,,,,,AR,111141.0,4077.5004274109465
California,2003,35484453.0,205551.0,579.27,2407.0,6.78,9994.0,28.16,63770.0,179.71,129380.0,364.61,1215086.0,3424.28,242274.0,682.76,731486.0,2061.43,241326.0,680.09,,,,,CA,1420637.0,4003.547694535406
Colorado,2003,4550688.0,15706.0,345.13,177.0,3.89,1893.0,41.6,3735.0,82.08,9901.0,217.57,179340.0,3940.94,32370.0,711.32,124271.0,2730.82,22699.0,498.8,,,,,CO,195046.0,4286.077182175531
Connecticut,2003,3483372.0,10736.0,308.21,104.0,2.99,652.0,18.72,4146.0,119.02,5834.0,167.48,90801.0,2606.7,15609.0,448.1,64166.0,1842.07,11026.0,316.53,,,,,CT,101537.0,2914.905442197962
Delaware,2003,817491.0,5379.0,657.99,24.0,2.94,353.0,43.18,1389.0,169.91,3613.0,441.96,27667.0,3384.38,5966.0,729.79,18821.0,2302.29,2880.0,352.3,,,,,DE,33046.0,4042.3686621626416
District Of Columbia,2003,563384.0,9060.0,1608.14,249.0,44.2,274.0,48.63,3941.0,699.52,4596.0,815.78,32678.0,5800.31,4671.0,829.1,18104.0,3213.44,9903.0,1757.77,,,,,DC,41738.0,7408.446104255711
Florida,2003,17019068.0,124280.0,730.24,924.0,5.43,6727.0,39.53,31523.0,185.22,85106.0,500.06,757696.0,4452.04,170644.0,1002.66,505489.0,2970.13,81563.0,479.24,,,,,FL,881976.0,5182.281426926551
Georgia,2003,8684715.0,39422.0,453.92,656.0,7.55,2233.0,25.71,14055.0,161.84,22478.0,258.82,369501.0,4254.61,78961.0,909.2,247169.0,2846.02,43371.0,499.39,,,,,GA,408923.0,4708.536779848274
Hawaii,2003,1257608.0,3400.0,270.35,22.0,1.75,367.0,29.18,1168.0,92.87,1843.0,146.55,65867.0,5237.48,11409.0,907.2,44807.0,3562.87,9651.0,767.41,,,,,HI,69267.0,5507.837100272899
Idaho,2003,1366332.0,3316.0,242.69,25.0,1.83,508.0,37.18,244.0,17.86,2539.0,185.83,39742.0,2908.66,7791.0,570.21,29342.0,2147.5,2609.0,190.95,,,,,ID,43058.0,3151.357064022507
Illinois,2003,12653544.0,70456.0,556.81,896.0,7.08,4167.0,32.93,23809.0,188.16,41584.0,328.64,415593.0,3284.4,78288.0,618.7,295541.0,2335.64,41764.0,330.06,,,,,IL,486049.0,3841.2084393115474
Indiana,2003,6195643.0,21856.0,352.76,341.0,5.5,1720.0,27.76,6403.0,103.35,13392.0,216.15,208034.0,3357.75,41581.0,671.13,145685.0,2351.41,20768.0,335.2,,,,,IN,229890.0,3710.510757317683
Iowa,2003,2944062.0,8020.0,272.41,47.0,1.6,762.0,25.88,1123.0,38.14,6088.0,206.79,87178.0,2961.15,17546.0,595.98,64031.0,2174.92,5601.0,190.25,,,,,IA,95198.0,3233.559619328669
Kansas,2003,2723507.0,10771.0,395.48,123.0,4.52,1042.0,38.26,2246.0,82.47,7360.0,270.24,108777.0,3994.0,21887.0,803.63,79113.0,2904.82,7777.0,285.55,,,,,KS,119548.0,4389.487524724556
Kentucky,2003,4117827.0,10777.0,261.72,188.0,4.57,1054.0,25.6,3196.0,77.61,6339.0,153.94,110418.0,2681.46,27656.0,671.62,73396.0,1782.4,9366.0,227.45,,,,,KY,121195.0,2943.1785259555586
Louisiana,2003,4496334.0,29062.0,646.35,586.0,13.03,1849.0,41.12,7069.0,157.22,19558.0,434.98,195569.0,4349.52,44877.0,998.08,130810.0,2909.26,19882.0,442.18,,,,,LA,224631.0,4995.86996873453
Maine,2003,1305728.0,1422.0,108.9,16.0,1.23,354.0,27.11,289.0,22.13,763.0,58.43,32078.0,2456.71,6579.0,503.86,24043.0,1841.35,1456.0,111.51,,,,,ME,33500.0,2565.618566807176
Maryland,2003,5508909.0,38778.0,703.91,525.0,9.53,1358.0,24.65,13302.0,241.46,23593.0,428.27,209418.0,3801.44,38641.0,701.43,134372.0,2439.18,36405.0,660.84,,,,,MD,248196.0,4505.356686777727
Massachusetts,2003,6433422.0,30196.0,469.36,142.0,2.21,1798.0,27.95,7985.0,124.12,20271.0,315.09,164018.0,2549.47,34722.0,539.71,103790.0,1613.29,25506.0,396.46,,,,,MA,194214.0,3018.828859664421
Michigan,2003,10079985.0,51524.0,511.15,617.0,6.12,5451.0,54.08,11257.0,111.68,34199.0,339.28,330356.0,3277.35,68260.0,677.18,208360.0,2067.07,53736.0,533.1,,,,,MI,381880.0,3788.497701137452
Minnesota,2003,5059375.0,13288.0,262.64,128.0,2.53,2083.0,41.17,3904.0,77.16,7173.0,141.78,157691.0,3116.81,27696.0,547.42,116236.0,2297.44,13759.0,271.95,,,,,MN,170979.0,3379.4490426189004
Mississippi,2003,2881281.0,9380.0,325.55,268.0,9.3,1077.0,37.38,3019.0,104.78,5016.0,174.09,107195.0,3720.39,29839.0,1035.62,68407.0,2374.19,8949.0,310.59,,,,,MS,116575.0,4045.943453623579
Missouri,2003,5704484.0,26968.0,472.75,288.0,5.05,1394.0,24.44,6203.0,108.74,19083.0,334.53,229004.0,4014.46,40908.0,717.12,159437.0,2794.94,28659.0,502.39,,,,,MO,255972.0,4487.206906005872
Montana,2003,917621.0,3351.0,365.18,30.0,3.27,246.0,26.81,298.0,32.48,2777.0,302.63,28428.0,3098.01,3722.0,405.61,22800.0,2484.69,1906.0,207.71,,,,,MT,31779.0,3463.194499689959
Nebraska,2003,1739291.0,5026.0,288.97,56.0,3.22,495.0,28.46,1162.0,66.81,3313.0,190.48,64552.0,3711.4,10072.0,579.09,48356.0,2780.21,6124.0,352.1,,,,,NE,69578.0,4000.3656662398644
Nevada,2003,2241154.0,13765.0,614.19,197.0,8.79,874.0,39.0,5162.0,230.33,7532.0,336.08,96109.0,4288.37,21977.0,980.61,53294.0,2377.97,20838.0,929.79,,,,,NV,109874.0,4902.563590007648
New Hampshire,2003,1287687.0,1916.0,148.79,18.0,1.4,427.0,33.16,478.0,37.12,993.0,77.12,26448.0,2053.92,4552.0,353.5,19979.0,1551.54,1917.0,148.87,,,,,NH,28364.0,2202.7091987416197
New Jersey,2003,8638396.0,31599.0,365.8,407.0,4.71,1325.0,15.34,13366.0,154.73,16501.0,191.02,219799.0,2544.44,43453.0,503.02,141778.0,1641.25,34568.0,400.17,,,,,NJ,251398.0,2910.239354620927
New Mexico,2003,1874614.0,12470.0,665.2,112.0,5.97,937.0,49.98,1950.0,104.02,9471.0,505.22,77301.0,4123.57,19218.0,1025.17,50827.0,2711.33,7256.0,387.07,,,,,NM,89771.0,4788.772515301817
New York,2003,19190115.0,89265.0,465.16,934.0,4.87,3773.0,19.66,35758.0,186.34,48800.0,254.3,431448.0,2248.28,75493.0,393.4,310738.0,1619.26,45217.0,235.63,,,,,NY,520713.0,2713.443874619824
North Carolina,2003,8407248.0,38246.0,454.92,509.0,6.05,2139.0,25.44,12229.0,145.46,23369.0,277.96,359660.0,4277.98,100687.0,1197.62,232081.0,2760.49,26892.0,319.87,,,,,NC,397906.0,4732.892380479319
North Dakota,2003,633837.0,493.0,77.78,12.0,1.89,151.0,23.82,51.0,8.05,279.0,44.02,13286.0,2096.12,1941.0,306.23,10267.0,1619.82,1078.0,170.08,,,,,ND,13779.0,2173.9027541781243
Ohio,2003,11435798.0,38103.0,333.19,522.0,4.56,4587.0,40.11,16889.0,147.69,16105.0,140.83,416317.0,3640.47,94931.0,830.12,280390.0,2451.86,40996.0,358.49,,,,,OH,454420.0,3973.662353952037
Oklahoma,2003,3511532.0,17758.0,505.71,206.0,5.87,1501.0,42.74,3224.0,91.81,12827.0,365.28,151208.0,4306.04,34846.0,992.33,103404.0,2944.7,12958.0,369.01,,,,,OK,168966.0,4811.745984373772
Oregon,2003,3559596.0,10520.0,295.54,68.0,1.91,1218.0,34.22,2851.0,80.09,6383.0,179.32,170230.0,4782.28,28626.0,804.19,122615.0,3444.63,18989.0,533.46,,,,,OR,180750.0,5077.823438390199
Pennsylvania,2003,12365455.0,49216.0,398.01,651.0,5.26,3556.0,28.76,17980.0,145.41,27029.0,218.58,300641.0,2431.3,53919.0,436.05,213280.0,1724.81,33442.0,270.45,,,,,PA,349857.0,2829.309556340628
Rhode Island,2003,1076164.0,3074.0,285.64,25.0,2.32,505.0,46.93,830.0,77.13,1714.0,159.27,32231.0,2994.99,5524.0,513.3,22320.0,2074.03,4387.0,407.65,,,,,RI,35305.0,3280.63380674321
South Carolina,2003,4147152.0,32908.0,793.51,300.0,7.23,1843.0,44.44,5670.0,136.72,25095.0,605.11,185671.0,4477.07,43582.0,1050.89,126327.0,3046.11,15762.0,380.07,,,,,SC,218579.0,5270.580870920575
South Dakota,2003,764309.0,1325.0,173.36,10.0,1.31,354.0,46.32,104.0,13.61,857.0,112.13,15299.0,2001.68,2873.0,375.9,11552.0,1511.43,874.0,114.35,,,,,SD,16624.0,2175.0365362700163
Tennessee,2003,5841748.0,40177.0,687.76,395.0,6.76,2085.0,35.69,9372.0,160.43,28325.0,484.87,255833.0,4379.39,63207.0,1081.99,166216.0,2845.31,26410.0,452.09,,,,,TN,296010.0,5067.14770989779
Texas,2003,22118509.0,122201.0,552.48,1418.0,6.41,8012.0,36.22,37018.0,167.36,75753.0,342.49,1016422.0,4595.35,219785.0,993.67,698433.0,3157.69,98204.0,443.99,,,,,TX,1138623.0,5147.828906550618
Utah,2003,2351467.0,5845.0,248.57,58.0,2.47,892.0,37.93,1255.0,53.37,3640.0,154.8,99362.0,4225.53,16769.0,713.13,74829.0,3182.23,7764.0,330.18,,,,,UT,105207.0,4474.100635900908
Vermont,2003,619107.0,682.0,110.16,14.0,2.26,121.0,19.54,60.0,9.69,487.0,78.66,13621.0,2200.1,2958.0,477.78,10017.0,1617.98,646.0,104.34,,,,,VT,14303.0,2310.263007848401
Virginia,2003,7386330.0,20375.0,275.85,413.0,5.59,1773.0,24.0,6672.0,90.33,11517.0,155.92,199731.0,2704.06,28919.0,391.52,152898.0,2070.01,17914.0,242.53,,,,,VA,220106.0,2979.910185437152
Washington,2003,6131445.0,21276.0,347.0,184.0,3.0,2864.0,46.71,5718.0,93.26,12510.0,204.03,291544.0,4754.9,58268.0,950.31,192657.0,3142.11,40619.0,662.47,,,,,WA,312820.0,5101.896861180358
West Virginia,2003,1810354.0,4661.0,257.46,63.0,3.48,296.0,16.35,730.0,40.32,3572.0,197.31,42714.0,2359.43,10178.0,562.21,29012.0,1602.56,3524.0,194.66,,,,,WV,47375.0,2616.8915029878135
Wisconsin,2003,5472299.0,12095.0,221.02,181.0,3.31,1198.0,21.89,4386.0,80.15,6330.0,115.67,157747.0,2882.65,26562.0,485.39,118865.0,2172.12,12320.0,225.13,,,,,WI,169842.0,3103.6681292451303
Wyoming,2003,501242.0,1314.0,262.15,14.0,2.79,136.0,27.13,84.0,16.76,1080.0,215.46,16648.0,3321.35,2611.0,520.91,13239.0,2641.24,798.0,159.2,,,,,WY,17962.0,3583.498589503673
Connecticut,2004,3498966.0,10113.0,289.0,100.0,3.0,755.0,22.0,4188.0,120.0,5070.0,145.0,93942.0,2685.0,15959.0,456.0,66770.0,1908.0,11213.0,321.0,,,,,CT,104055.0,2973.878568697152
Connecticut,2005,3510297.0,9635.0,275.0,102.0,3.0,702.0,20.0,3966.0,113.0,4865.0,139.0,89794.0,2558.0,15343.0,437.0,64033.0,1824.0,10418.0,297.0,,,,,CT,99429.0,2832.4953700498845
Maine,2004,1314985.0,1364.0,104.0,18.0,1.0,315.0,24.0,289.0,22.0,742.0,56.0,31740.0,2414.0,6341.0,482.0,24096.0,1832.0,1303.0,99.0,,,,,ME,33104.0,2517.4431647509286
Maine,2005,1321505.0,1483.0,112.0,19.0,1.0,326.0,25.0,323.0,24.0,815.0,62.0,31889.0,2413.0,6323.0,479.0,24218.0,1833.0,1348.0,102.0,,,,,ME,33372.0,2525.302590606922
Massachusetts,2004,6407382.0,29489.0,460.0,171.0,3.0,1794.0,28.0,7484.0,117.0,20040.0,313.0,158150.0,2468.0,34497.0,538.0,101605.0,1586.0,22048.0,344.0,,,,,MA,187639.0,2928.4815545569154
Massachusetts,2005,6398743.0,29237.0,457.0,175.0,3.0,1732.0,27.0,7615.0,119.0,19715.0,308.0,151241.0,2364.0,34624.0,541.0,97737.0,1527.0,18880.0,295.0,,,,,MA,180478.0,2820.5227182901394
New Hampshire,2004,1299169.0,2202.0,170.0,17.0,1.0,466.0,36.0,500.0,39.0,1219.0,94.0,26658.0,2052.0,4979.0,383.0,19723.0,1518.0,1956.0,151.0,,,,,NH,28860.0,2221.4200000153946
New Hampshire,2005,1309940.0,1729.0,132.0,18.0,1.0,405.0,31.0,359.0,27.0,947.0,72.0,23532.0,1796.0,4153.0,317.0,18042.0,1377.0,1337.0,102.0,,,,,NH,25261.0,1928.4089347603708
Rhode Island,2004,1079916.0,2673.0,248.0,26.0,2.0,320.0,30.0,731.0,68.0,1596.0,148.0,31166.0,2886.0,5465.0,506.0,21623.0,2002.0,4078.0,378.0,,,,,RI,33839.0,3133.4844561984455
Rhode Island,2005,1076189.0,2703.0,251.0,34.0,3.0,321.0,30.0,776.0,72.0,1572.0,146.0,29260.0,2719.0,5318.0,494.0,19544.0,1816.0,4398.0,409.0,,,,,RI,31963.0,2970.017348253885
Vermont,2004,621233.0,713.0,115.0,16.0,3.0,160.0,26.0,78.0,13.0,459.0,74.0,14559.0,2344.0,3435.0,553.0,10537.0,1696.0,587.0,95.0,,,,,VT,15272.0,2458.3368880919074
Vermont,2005,623050.0,746.0,120.0,8.0,1.0,145.0,23.0,73.0,12.0,520.0,84.0,14210.0,2281.0,3064.0,492.0,10505.0,1686.0,641.0,103.0,,,,,VT,14956.0,2400.4494021346604
New Jersey,2004,8685166.0,30943.0,356.0,392.0,5.0,1331.0,15.0,13076.0,151.0,16144.0,186.0,211313.0,2433.0,41030.0,472.0,139977.0,1612.0,30306.0,349.0,,,,,NJ,242256.0,2789.3076539930266
New Jersey,2005,8717925.0,30919.0,355.0,417.0,5.0,1208.0,14.0,13215.0,152.0,16079.0,184.0,203391.0,2333.0,38980.0,447.0,136728.0,1568.0,27683.0,318.0,,,,,NJ,234310.0,2687.6808414846423
New York,2004,19280727.0,84914.0,440.0,889.0,5.0,3608.0,19.0,33506.0,174.0,46911.0,243.0,422734.0,2193.0,70696.0,367.0,311036.0,1613.0,41002.0,213.0,,,,,NY,507648.0,2632.9297645259953
New York,2005,19254630.0,85839.0,446.0,874.0,5.0,3636.0,19.0,35179.0,183.0,46150.0,240.0,405990.0,2109.0,68034.0,353.0,302220.0,1570.0,35736.0,186.0,,,,,NY,491829.0,2554.3414752711424
Pennsylvania,2004,12394471.0,50998.0,412.0,650.0,5.0,3535.0,29.0,18474.0,149.0,28339.0,229.0,299611.0,2417.0,54443.0,439.0,214199.0,1728.0,30969.0,250.0,,,,,PA,350609.0,2828.7532400535692
Pennsylvania,2005,12429616.0,52761.0,425.0,756.0,6.0,3586.0,29.0,19214.0,155.0,29205.0,235.0,300444.0,2417.0,56134.0,452.0,214916.0,1729.0,29394.0,237.0,,,,,PA,353205.0,2841.6404818942115
Illinois,2004,12712016.0,69365.0,546.0,780.0,6.0,4220.0,33.0,22582.0,178.0,41783.0,329.0,403486.0,3174.0,76088.0,599.0,287025.0,2258.0,40373.0,318.0,,,,,IL,472851.0,3719.716841136764
Illinois,2005,12763371.0,70392.0,552.0,766.0,6.0,4297.0,34.0,23187.0,182.0,42142.0,330.0,393148.0,3080.0,77462.0,607.0,276301.0,2165.0,39385.0,309.0,,,,,IL,463540.0,3631.7991540009293
Indiana,2004,6226537.0,20294.0,326.0,316.0,5.0,1803.0,29.0,6373.0,102.0,11802.0,190.0,211929.0,3404.0,42168.0,677.0,148670.0,2388.0,21091.0,339.0,,,,,IN,232223.0,3729.569100769818
Indiana,2005,6271973.0,20302.0,324.0,356.0,6.0,1856.0,30.0,6809.0,109.0,11281.0,180.0,216778.0,3456.0,43756.0,698.0,151278.0,2412.0,21744.0,347.0,,,,,IN,237080.0,3779.9907620775793
Michigan,2004,10104206.0,49737.0,492.0,643.0,6.0,5482.0,54.0,11336.0,112.0,32276.0,319.0,309805.0,3066.0,64233.0,636.0,194988.0,1930.0,50584.0,501.0,,,,,MI,359542.0,3558.339962585878
Michigan,2005,10120860.0,55877.0,552.0,616.0,6.0,5193.0,51.0,13342.0,132.0,36726.0,363.0,312843.0,3091.0,70519.0,697.0,194101.0,1918.0,48223.0,477.0,,,,,MI,368720.0,3643.1686635325455
Ohio,2004,11450143.0,38787.0,339.0,506.0,4.0,4744.0,41.0,17429.0,152.0,16108.0,141.0,419337.0,3662.0,96518.0,843.0,282168.0,2464.0,40651.0,355.0,,,,,OH,458124.0,4001.033000199211
Ohio,2005,11464042.0,40273.0,351.0,585.0,5.0,4557.0,40.0,18696.0,163.0,16435.0,143.0,419899.0,3663.0,100063.0,873.0,278457.0,2429.0,41379.0,361.0,,,,,OH,460172.0,4014.046703597213
Wisconsin,2004,5503533.0,11548.0,210.0,154.0,3.0,1136.0,21.0,4067.0,74.0,6191.0,113.0,146710.0,2666.0,23854.0,433.0,111482.0,2026.0,11374.0,207.0,,,,,WI,158258.0,2875.5710195614347
Wisconsin,2005,5536201.0,13371.0,242.0,194.0,4.0,1142.0,21.0,4550.0,82.0,7485.0,135.0,147275.0,2660.0,24406.0,441.0,110323.0,1993.0,12546.0,227.0,,,,,WI,160646.0,2901.7371298477055
Iowa,2004,2952904.0,8499.0,288.0,44.0,2.0,782.0,27.0,1160.0,39.0,6513.0,221.0,85775.0,2905.0,17928.0,607.0,62214.0,2107.0,5633.0,191.0,,,,,IA,94274.0,3192.5860102461847
Iowa,2005,2966334.0,8642.0,291.0,38.0,1.0,827.0,28.0,1154.0,39.0,6623.0,223.0,84056.0,2834.0,17987.0,606.0,60594.0,2043.0,5475.0,185.0,,,,,IA,92698.0,3125.002106977839
Kansas,2004,2733697.0,10330.0,378.0,122.0,5.0,1142.0,42.0,1812.0,66.0,7254.0,265.0,109771.0,4016.0,20146.0,737.0,81115.0,2967.0,8510.0,311.0,,,,,KS,120101.0,4393.354493932576
Kansas,2005,2744687.0,10634.0,387.0,102.0,4.0,1055.0,38.0,1793.0,65.0,7684.0,280.0,103941.0,3787.0,18917.0,689.0,75702.0,2758.0,9322.0,340.0,,,,,KS,114575.0,4174.42863248159
