State,Year,UV_Irradiance,Median_age_years,Percent_Male,Percent_White,Percent_BA_or_higher,Percent_unemployed,Per_capita_income_dollars,Population,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Hate_crime,NO2,PM10,PM25,SO2,Region,Violent_crime_per_100K,Property_crime_per_100K,Hate_crime_per_100K
MS,2019,3994,38.3,48.2,58.03,22.3,3.7,25301.0,2976149.0,8272.0,332.0,747.0,1700.0,5493.0,70707.0,18660.0,46300.0,5747.0,20.0,,,,,South,277.9430734146711,2375.7883089858738,0.6720093651225124
MO,2000,3004,36.1,48.41,85.4,22.9,4.9,45127.0,5595211.0,27419.0,347.0,1351.0,7598.0,18123.0,225919.0,41685.0,159539.0,24695.0,70.0,18.0,328.0,15.6,90.0,Midwest,490.0440751921599,4037.720829473634,1.2510698881597138
MO,2001,2939,36.6,48.53,84.9,23.0,5.4,20663.0,5629707.0,30472.0,372.0,1383.0,7771.0,20946.0,238411.0,42977.0,167420.0,28014.0,91.0,19.0,328.0,15.0,118.0,Midwest,541.2715084461767,4234.874035185136,1.616425153209572
MO,2002,2973,36.8,48.29,84.79,23.9,6.0,21132.0,5672579.0,30557.0,331.0,1465.0,7024.0,21737.0,230520.0,42721.0,159921.0,27878.0,65.0,17.0,256.0,15.3,88.0,Midwest,538.679144001344,4063.760063985006,1.145863283702175
MO,2003,2875,36.8,48.69,84.96,24.1,6.7,21473.0,5704484.0,26968.0,288.0,1394.0,6203.0,19083.0,229004.0,40908.0,159437.0,28659.0,55.0,16.0,156.0,14.3,101.0,Midwest,472.7509096352975,4014.455996370574,0.9641538130354997
MO,2004,2923,37.3,48.54,84.83,24.3,6.1,22303.0,5759532.0,28226.0,354.0,1479.0,6630.0,19763.0,224629.0,40472.0,158264.0,25893.0,71.0,16.0,148.0,13.1,55.0,Midwest,490.0745407786605,3900.1259130082094,1.2327390489366148
MO,2005,2599,37.4,48.77,84.52,24.0,6.7,23026.0,5800310.0,30477.0,402.0,1625.0,7196.0,21254.0,227809.0,42822.0,159288.0,25699.0,78.0,15.0,130.0,16.0,94.0,Midwest,525.4374335164845,3927.531459525439,1.3447557113326702
MO,2006,2551,37.2,48.81,83.96,24.3,6.3,22916.0,5842713.0,31880.0,368.0,1764.0,7587.0,22161.0,223570.0,44647.0,153490.0,25433.0,82.0,15.0,155.0,13.2,43.0,Midwest,545.6369327057482,3826.475816970644,1.4034576060812844
MO,2007,2582,37.5,48.7,85.5,24.5,4.1,23915.0,5878415.0,29682.0,385.0,1714.0,7165.0,20418.0,219759.0,43446.0,152529.0,23784.0,114.0,16.0,146.0,14.0,40.0,Midwest,504.9320267453046,3738.405675679584,1.9392982632223141
MO,2008,2512,37.6,48.8,84.2,25.0,4.1,25007.0,5956335.0,29711.0,456.0,1614.0,7396.0,20245.0,216575.0,45772.0,150041.0,20762.0,99.0,14.0,97.0,12.6,41.0,Midwest,498.813448202628,3636.044648261053,1.6620959029335993
MO,2009,2560,37.6,48.9,83.9,25.2,5.9,23995.0,5987580.0,29444.0,383.0,1607.0,7452.0,20002.0,202698.0,43787.0,141432.0,17479.0,125.0,14.0,102.0,11.7,31.0,Midwest,491.75125843830057,3385.307586704478,2.0876547787252946
MO,2010,2608,38.0,48.9,83.11,25.6,6.4,23920.0,5995715.0,27440.0,420.0,1445.0,6185.0,19390.0,200858.0,44197.0,140526.0,16135.0,142.0,12.0,107.0,12.5,33.0,Midwest,457.66017897781995,3350.0258100993797,2.3683580690543162
MO,2011,2875,38.0,49.0,83.04,26.1,6.0,24634.0,6010688.0,26889.0,366.0,1458.0,6269.0,18796.0,198882.0,44822.0,138743.0,15317.0,121.0,9.0,192.0,11.8,19.0,Midwest,447.35311498450756,3308.805913732338,2.0130806989149996
MO,2012,3137,38.2,49.0,82.73,26.4,5.4,24697.0,6024522.0,27189.0,390.0,1527.0,5782.0,19490.0,199813.0,42510.0,140971.0,16332.0,104.0,12.0,113.0,9.8,21.0,Midwest,451.3055143627993,3316.6614712337346,1.726278035004271
MO,2013,2801,38.1,49.0,82.79,27.0,4.7,25384.0,6044171.0,25509.0,371.0,1599.0,5484.0,18055.0,189606.0,38865.0,134416.0,16325.0,105.0,11.0,110.0,10.9,18.0,Midwest,422.04298984922826,3137.005885505225,1.7372109425759132
MO,2014,2981,38.5,49.0,82.3,27.5,4.2,26126.0,6063827.0,26882.0,404.0,4131.0,5592.0,18483.0,176436.0,35293.0,124769.0,16374.0,76.0,11.0,153.0,10.7,22.0,Midwest,443.3173967529087,2909.6476532064653,1.2533339094271654
MO,2015,3128,38.4,49.0,82.37,27.8,3.3,27384.0,6083672.0,30261.0,502.0,4407.0,6376.0,20830.0,173642.0,34006.0,122637.0,16999.0,100.0,8.0,121.0,10.8,15.0,Midwest,497.4134042729457,2854.2301425849387,1.643744107177376
MO,2016,3544,38.4,49.1,82.25,28.5,3.1,28406.0,6091176.0,31720.0,538.0,2557.0,6576.0,22049.0,170661.0,31716.0,120649.0,18296.0,89.0,9.0,116.0,8.3,16.0,Midwest,520.7532995270535,2801.774238669183,1.4611300018255917
MO,2017,3588,38.5,49.1,82.01,29.1,2.9,29438.0,6113532.0,32420.0,600.0,2729.0,6351.0,22740.0,173253.0,30081.0,123251.0,19921.0,105.0,9.0,68.0,7.9,8.0,Midwest,530.2990153646042,2833.9264438298515,1.7175014377940607
MO,2018,3486,38.8,49.0,82.19,29.5,2.6,30498.0,6121623.0,30696.0,599.0,2935.0,5206.0,21956.0,162698.0,27345.0,115506.0,19847.0,66.0,9.0,91.0,8.9,10.0,Midwest,501.43564868336387,2657.7592249637064,1.0781454526030108
MO,2019,3515,38.9,49.0,81.84,30.2,2.4,31756.0,6137428.0,30380.0,568.0,2917.0,4959.0,21936.0,161946.0,26414.0,114460.0,21072.0,91.0,9.0,88.0,9.0,8.0,Midwest,494.99562357391403,2638.6623191343347,1.4827057848988208
MT,2000,2432,37.6,49.72,90.91,25.2,5.3,41184.0,902195.0,2171.0,16.0,301.0,249.0,1605.0,29707.0,3946.0,23805.0,1956.0,19.0,,77.0,13.5,100.0,West,240.63533936676663,3292.747133380256,2.105974872394549
MT,2001,2387,38.4,49.83,90.34,25.1,5.7,17270.0,904433.0,3187.0,34.0,188.0,230.0,2735.0,30175.0,3670.0,24684.0,1821.0,13.0,,69.5,7.0,107.0,West,352.3754661760462,3336.344427945464,1.4373646251297774
MT,2002,2364,39.3,49.6,90.18,24.8,5.8,18932.0,909453.0,3197.0,16.0,237.0,283.0,2661.0,28751.0,3289.0,23679.0,1783.0,13.0,,70.0,6.8,107.0,West,351.52998560673285,3161.3508339628324,1.4294306577690106
MT,2003,2366,39.0,49.57,90.05,25.8,5.9,18980.0,917621.0,3351.0,30.0,246.0,298.0,2777.0,28428.0,3722.0,22800.0,1906.0,5.0,,114.0,9.7,96.0,West,365.1834471966095,3098.01105249335,0.5448872682730669
MT,2004,2449,39.6,49.83,90.27,27.5,5.8,19565.0,926920.0,2723.0,30.0,273.0,233.0,2187.0,27215.0,3515.0,22082.0,1618.0,50.0,,74.5,8.5,105.0,West,293.7686100202822,2936.067837569585,5.394208777456522
MT,2005,2286,40.2,49.68,90.56,26.5,5.3,21765.0,935670.0,2634.0,18.0,301.0,177.0,2138.0,29407.0,3642.0,23794.0,1971.0,65.0,,91.0,10.3,76.0,West,281.50950655679884,3142.8815714942234,6.946893669776737
MT,2006,2380,39.5,49.88,89.68,27.4,4.8,21067.0,944632.0,2397.0,17.0,269.0,164.0,1947.0,25387.0,2935.0,20704.0,1748.0,24.0,,93.5,10.8,71.0,West,253.7496083130785,2687.5015879199514,2.5406719230345782
MT,2007,2395,39.1,50.0,91.8,27.0,3.4,22937.0,957861.0,2754.0,14.0,290.0,191.0,2259.0,26489.0,3027.0,21707.0,1755.0,21.0,,110.5,12.8,80.0,West,287.5156207424668,2765.432562762238,2.1923849076222957
MT,2008,2288,39.1,49.7,89.6,27.1,3.1,23799.0,968035.0,2918.0,33.0,346.0,203.0,2336.0,26323.0,3654.0,20898.0,1771.0,28.0,,76.5,10.1,89.0,West,301.4353819851555,2719.21986291818,2.8924574008171193
MT,2009,2338,39.3,49.8,89.4,27.4,5.1,22371.0,974989.0,2473.0,28.0,294.0,216.0,1935.0,24024.0,3386.0,19182.0,1456.0,28.0,,66.8,9.8,72.0,West,253.64388726436914,2464.027799287992,2.871827271897427
MT,2010,2178,40.1,50.4,89.85,28.8,4.8,23552.0,990958.0,2733.0,25.0,332.0,154.0,2222.0,25409.0,3692.0,20166.0,1551.0,31.0,,57.2,9.7,91.0,West,275.79372687843477,2564.084451611471,3.128285961665378
MT,2011,2449,39.7,50.1,89.29,28.2,5.2,23893.0,998199.0,2670.0,28.0,357.0,169.0,2116.0,23155.0,3390.0,18307.0,1458.0,23.0,,47.5,9.9,81.0,West,267.4817346040219,2319.677739609036,2.3041497737425103
MT,2012,2763,40.2,50.1,89.19,29.4,4.6,25148.0,1005494.0,2803.0,29.0,392.0,202.0,2180.0,26102.0,3920.0,20484.0,1698.0,36.0,,97.5,11.2,70.0,West,278.76844615681443,2595.937917083543,3.5803296687996147
MT,2013,2601,39.6,49.9,89.12,29.0,4.1,26054.0,1015165.0,2444.0,22.0,287.0,204.0,1931.0,25953.0,4064.0,20039.0,1850.0,36.0,,66.0,9.6,48.0,West,240.74904079632373,2556.530219225446,3.546221550191348
MT,2014,2695,39.6,50.2,89.35,29.3,3.1,25989.0,1023252.0,3361.0,38.0,954.0,202.0,2563.0,25525.0,3639.0,19826.0,2060.0,35.0,,83.5,9.1,93.0,West,328.46258790600945,2494.497934037754,3.4204672944690064
MT,2015,2856,39.9,50.2,88.94,30.6,2.8,27735.0,1032949.0,3611.0,36.0,978.0,210.0,2818.0,27100.0,3838.0,20844.0,2418.0,45.0,,135.0,10.5,48.0,West,349.58163471768694,2623.5564388948537,4.356459031375217
MT,2016,2936,40.1,50.5,88.96,31.0,3.0,28933.0,1038656.0,3886.0,37.0,598.0,268.0,2983.0,28156.0,3966.0,21427.0,2763.0,21.0,,91.0,7.3,18.0,West,374.13734672499845,2710.8108940785014,2.0218436132848607
MT,2017,2910,40.0,50.1,88.58,32.3,2.2,29428.0,1050493.0,3961.0,41.0,613.0,295.0,3012.0,27225.0,3615.0,21018.0,2592.0,21.0,,203.0,13.3,32.0,West,377.0610560946146,2591.640306027741,1.9990613930792496
MT,2018,2790,40.1,50.3,88.62,31.7,2.2,30680.0,1060665.0,4040.0,37.0,569.0,270.0,3164.0,26787.0,3329.0,20641.0,2817.0,12.0,,117.0,5.6,22.0,West,380.8931189395332,2525.4910834240786,1.1313656998203958
MT,2019,2814,40.5,50.3,87.99,33.6,2.5,32625.0,1068778.0,4328.0,27.0,624.0,205.0,3472.0,23440.0,2887.0,18176.0,2377.0,34.0,,83.0,5.3,18.0,West,404.94845515158437,2193.158916070503,3.181203205904313
NE,2000,2855,35.5,49.13,90.69,24.8,3.3,46703.0,1711263.0,5606.0,63.0,436.0,1147.0,3960.0,64479.0,10131.0,49118.0,5230.0,0.0,,72.7,10.6,22.0,Midwest,327.594297311401,3767.9187827937612,0.0
NE,2001,2784,35.8,49.38,90.14,25.0,4.3,20703.0,1713235.0,5214.0,43.0,431.0,1128.0,3612.0,68963.0,9760.0,52713.0,6490.0,0.0,,64.7,10.5,22.0,Midwest,304.33653293331037,4025.3088455465827,0.0
NE,2002,2778,35.8,49.22,89.68,24.8,4.9,20484.0,1729180.0,5428.0,48.0,464.0,1359.0,3557.0,68178.0,10329.0,51440.0,6409.0,0.0,,77.0,10.2,22.0,Midwest,313.90601325483755,3942.7936941209127,0.0
NE,2003,2739,35.8,49.4,89.03,25.3,5.2,21285.0,1739291.0,5026.0,56.0,495.0,1162.0,3313.0,64552.0,10072.0,48356.0,6124.0,0.0,,97.3,10.1,37.0,Midwest,288.9683209997637,3711.397345240101,0.0
NE,2004,2797,36.0,49.65,88.78,26.6,5.1,21835.0,1747704.0,5393.0,40.0,620.0,1138.0,3595.0,61512.0,9826.0,46399.0,5287.0,0.0,,67.7,9.1,52.0,Midwest,308.5762806516436,3519.5891295093447,0.0
NE,2005,2597,36.2,49.5,89.6,27.3,4.9,22885.0,1758787.0,5048.0,44.0,579.0,1040.0,3385.0,60207.0,9363.0,45277.0,5567.0,0.0,,74.7,11.0,109.0,Midwest,287.01599454624125,3423.2115656984042,0.0
NE,2006,2581,36.0,49.58,88.61,26.9,4.8,23248.0,1768331.0,4983.0,50.0,548.0,1129.0,3256.0,59075.0,9452.0,44585.0,5038.0,0.0,,66.7,9.5,64.0,Midwest,281.7911352569174,3340.7207134863324,0.0
NE,2007,2561,36.1,49.5,91.0,27.5,3.2,24174.0,1774571.0,5367.0,68.0,527.0,1108.0,3664.0,56102.0,9046.0,41855.0,5201.0,0.0,,62.3,9.6,95.0,Midwest,302.43929377860906,3161.4401452520074,0.0
NE,2008,2600,36.3,49.5,88.9,27.1,2.9,25252.0,1781949.0,5537.0,69.0,600.0,1297.0,3571.0,51333.0,8717.0,38393.0,4223.0,0.0,,67.0,9.2,70.0,Midwest,310.72718691724623,2880.722175550479,0.0
NE,2009,2585,35.8,49.6,88.1,27.4,4.3,24627.0,1796619.0,5059.0,40.0,595.0,1219.0,3205.0,49614.0,8701.0,37432.0,3481.0,0.0,,50.3,9.1,73.0,Midwest,281.58446504239356,2761.5203891309175,0.0
NE,2010,2573,36.3,49.5,88.89,28.6,4.6,24744.0,1830141.0,5093.0,54.0,674.0,1020.0,3345.0,48827.0,8318.0,36896.0,3613.0,0.0,,65.3,10.7,58.0,Midwest,278.2845693309969,2667.936514181148,0.0
NE,2011,2881,36.3,49.5,88.18,27.9,4.4,26243.0,1842641.0,4665.0,67.0,695.0,997.0,2906.0,50726.0,8714.0,37909.0,4103.0,0.0,,47.0,10.2,65.0,Midwest,253.1692282978616,2752.89652189439,0.0
NE,2012,3313,36.3,49.7,88.11,29.0,3.7,26245.0,1855350.0,4802.0,52.0,710.0,1128.0,2912.0,51203.0,8745.0,38301.0,4157.0,0.0,,53.7,10.1,73.0,Midwest,258.8190907375967,2759.7488344517205,0.0
NE,2013,2829,36.3,49.5,88.32,29.4,3.2,27093.0,1868516.0,4712.0,57.0,616.0,1040.0,2999.0,49018.0,8900.0,35655.0,4463.0,0.0,,51.0,9.3,56.0,Midwest,252.17873435389365,2623.3652802544907,0.0
NE,2014,2970,36.2,49.8,88.28,29.5,2.9,27446.0,1882980.0,5201.0,53.0,1523.0,1044.0,3226.0,47526.0,7936.0,35063.0,4527.0,0.0,,46.3,8.4,54.0,Midwest,276.2111121732573,2523.9779498454577,0.0
NE,2015,3020,36.1,49.7,88.18,30.2,2.2,29000.0,1896190.0,5212.0,62.0,1525.0,994.0,3283.0,42495.0,6422.0,32072.0,4001.0,0.0,,45.7,7.9,57.0,Midwest,274.866970082112,2241.072888265416,0.0
NE,2016,3427,36.3,49.8,87.82,31.4,2.5,29910.0,1907603.0,5661.0,49.0,1108.0,946.0,3558.0,43197.0,6459.0,32009.0,4729.0,0.0,,44.7,7.2,65.0,Midwest,296.75986041120717,2264.4648807954277,0.0
NE,2017,3536,36.5,50.0,87.35,31.7,2.3,30915.0,1920076.0,5873.0,43.0,1191.0,968.0,3671.0,43663.0,6472.0,31988.0,5203.0,0.0,,53.3,8.1,55.0,Midwest,305.87330918151156,2274.0245698607764,0.0
NE,2018,3190,36.7,49.8,86.41,32.4,2.4,31771.0,1925614.0,5583.0,44.0,1290.0,736.0,3513.0,40193.0,5308.0,29987.0,4898.0,0.0,,56.0,8.3,29.0,Midwest,289.9334965366891,2087.2822902201583,0.0
NE,2019,3246,36.8,50.0,86.16,33.2,2.3,33272.0,1934408.0,5821.0,45.0,1253.0,792.0,3731.0,39449.0,4745.0,29719.0,4985.0,0.0,,44.3,7.2,38.0,Midwest,300.91893747337684,2039.3319299754755,0.0
NV,2000,3250,35.2,50.66,79.17,18.2,6.0,49324.0,1998257.0,10474.0,129.0,860.0,4543.0,4942.0,74823.0,17526.0,44125.0,13172.0,85.0,,124.2,4.2,,West,524.1568026535125,3744.413256152737,4.253707105742655
NV,2001,3190,34.9,50.43,79.18,18.7,5.8,22348.0,2106074.0,12359.0,180.0,883.0,4932.0,6364.0,77486.0,17711.0,45073.0,14702.0,94.0,,94.2,4.2,,West,586.8264837797722,3679.1679684569485,4.463280967335431
NV,2002,3142,35.0,50.7,77.83,18.6,7.8,22419.0,2173491.0,13856.0,181.0,928.0,5118.0,7629.0,83896.0,18951.0,47459.0,17486.0,62.0,,149.2,4.0,,West,637.4997642042226,3859.9653736776454,2.852553794793721
NV,2003,3125,35.1,50.44,77.2,19.5,7.6,22830.0,2241154.0,13765.0,197.0,874.0,5162.0,7532.0,96109.0,21977.0,53294.0,20838.0,97.0,,124.2,3.7,,West,614.1925097516726,4288.371080255975,4.3281273843743
NV,2004,3165,35.1,50.63,77.59,19.3,6.7,23938.0,2332898.0,14379.0,172.0,954.0,4905.0,8348.0,98215.0,23142.0,52438.0,22635.0,81.0,,66.0,3.4,,West,616.3578519077988,4209.999751382186,3.4720763616754784
NV,2005,3076,35.2,50.56,76.07,20.6,5.8,25077.0,2414807.0,14654.0,206.0,1016.0,4702.0,8730.0,102424.0,23481.0,52012.0,26931.0,77.0,,61.8,3.8,,West,606.8393871642744,4241.498388898161,3.1886606258802463
NV,2006,3127,35.6,50.99,73.65,20.8,5.2,26340.0,2495529.0,18508.0,224.0,1079.0,7027.0,10178.0,102036.0,24820.0,50255.0,26961.0,125.0,,72.8,3.5,,West,741.6463603508515,4088.752324657417,5.008958020523905
NV,2007,3231,35.7,50.8,76.2,21.8,3.8,27729.0,2565382.0,19257.0,192.0,1096.0,6932.0,11037.0,96916.0,24840.0,49745.0,22331.0,63.0,,68.3,4.0,,West,750.64844144069,3777.8389339287482,2.4557746175813193
NV,2008,3258,35.9,50.9,77.3,21.9,5.0,27421.0,2615772.0,18917.0,165.0,1104.0,6475.0,11173.0,89873.0,24208.0,49747.0,15918.0,94.0,,75.8,4.4,,West,723.1899416309984,3435.8116838929386,3.5935853736487737
NV,2009,3122,35.5,50.9,76.2,21.8,8.2,25805.0,2643085.0,18559.0,157.0,1021.0,6021.0,11360.0,80763.0,21994.0,46390.0,12379.0,48.0,,67.3,3.9,,West,702.1718938286131,3055.6338521084263,1.8160596424254232
NV,2010,2952,36.3,50.5,72.86,21.7,9.3,25284.0,2704283.0,17929.0,158.0,965.0,5298.0,11508.0,75004.0,22286.0,42533.0,10185.0,68.0,,42.3,3.4,,West,662.9853458384348,2773.526291442131,2.514529729321968
NV,2011,3319,36.7,50.4,71.55,22.5,8.2,24968.0,2723322.0,15309.0,141.0,912.0,4299.0,9957.0,69731.0,20214.0,40032.0,9485.0,59.0,,74.3,3.7,,West,562.1443222652334,2560.5124917288517,2.1664716842150873
NV,2012,3546,36.8,50.4,69.67,22.4,7.9,25331.0,2754354.0,16763.0,124.0,931.0,4918.0,10790.0,77510.0,22120.0,45372.0,10018.0,91.0,,116.3,5.0,,West,608.6000564923754,2814.0899826238747,3.3038599976618834
NV,2013,3570,37.1,50.3,68.34,22.5,7.0,25918.0,2790136.0,16496.0,163.0,1090.0,5183.0,10060.0,79177.0,23047.0,46132.0,9998.0,73.0,,107.7,5.2,,West,591.2256606846405,2837.7469772082795,2.6163599193731057
NV,2014,3741,37.4,50.3,68.02,23.1,5.6,25773.0,2838281.0,18043.0,170.0,2344.0,5954.0,10562.0,74574.0,21924.0,42466.0,10184.0,24.0,,73.2,4.6,,West,635.7016799957439,2627.4354089676112,0.8455822379813697
NV,2015,3657,37.8,50.1,67.54,23.6,5.0,27220.0,2890845.0,20118.0,178.0,2926.0,6287.0,11965.0,77137.0,22360.0,43426.0,11351.0,58.0,,66.5,4.9,,West,695.9210888165918,2668.320162443853,2.006333788217632
NV,2016,4084,37.9,50.1,66.89,23.5,4.2,28117.0,2939254.0,19924.0,228.0,1729.0,6338.0,11629.0,75922.0,18816.0,43949.0,13157.0,43.0,,93.8,6.0,,West,677.85907580631,2583.036375896741,1.4629562467211068
NV,2017,3990,38.0,50.2,64.6,24.9,3.8,30166.0,2998039.0,16667.0,274.0,1890.0,4841.0,9662.0,78322.0,20049.0,45461.0,12812.0,5.0,,86.7,5.0,,West,555.9300596156354,2612.4409989329693,0.1667756823710432
NV,2018,3918,38.2,50.2,63.44,24.9,3.5,31604.0,3027341.0,16715.0,202.0,2329.0,3862.0,10322.0,73998.0,17741.0,44341.0,11916.0,38.0,,90.2,4.2,,West,552.1346951004198,2444.3232526497677,1.2552269466835748
NV,2019,3984,38.4,50.2,64.58,25.7,3.2,33575.0,3080156.0,15210.0,143.0,2161.0,3286.0,9620.0,71525.0,15510.0,44755.0,11260.0,51.0,,77.3,3.9,,West,493.8061578699261,2322.1226457361254,1.6557602926605015
NH,2000,2430,37.5,49.22,96.14,30.3,3.3,60514.0,1235786.0,2167.0,22.0,522.0,453.0,1170.0,27901.0,4992.0,20761.0,2148.0,32.0,27.0,,11.7,49.0,Northeast,175.35398523692612,2257.753365064825,2.589445098099509
NH,2001,2383,38.1,49.38,96.14,29.0,3.3,25632.0,1259181.0,2144.0,17.0,458.0,445.0,1224.0,27089.0,4889.0,20060.0,2140.0,27.0,28.0,,12.1,41.0,Northeast,170.26940527215706,2151.3189922656074,2.144250905946008
NH,2002,2412,38.2,49.33,95.83,30.2,5.0,27129.0,1275056.0,2056.0,12.0,446.0,413.0,1185.0,26250.0,4838.0,19468.0,1944.0,30.0,25.0,,10.9,35.0,Northeast,161.2478197036052,2058.7331066243364,2.352837836142099
NH,2003,2391,38.8,49.42,95.49,30.3,6.0,26467.0,1287687.0,1916.0,18.0,427.0,478.0,993.0,26448.0,4552.0,19979.0,1917.0,32.0,24.0,,10.5,35.0,Northeast,148.79392274675445,2053.915275994865,2.485075954016776
NH,2004,2457,39.2,49.55,95.69,32.1,4.5,27407.0,1299169.0,2202.0,17.0,466.0,500.0,1219.0,26658.0,4979.0,19723.0,1956.0,49.0,21.0,,10.5,34.0,Northeast,169.4929605001351,2051.9270395152594,3.771641718667856
NH,2005,1968,39.5,49.39,95.45,31.8,4.8,28201.0,1309940.0,1729.0,18.0,405.0,359.0,947.0,23532.0,4153.0,18042.0,1337.0,33.0,21.0,,10.4,33.0,Northeast,131.99077820358184,1796.418156556789,2.5191993526421053
NH,2006,1912,39.3,49.23,95.08,31.9,4.5,28828.0,1314895.0,1824.0,13.0,344.0,423.0,1044.0,24642.0,4358.0,18862.0,1422.0,38.0,21.0,,9.2,23.0,Northeast,138.71830070081643,1874.0659900600426,2.8899645979336754
NH,2007,2050,39.8,49.2,96.0,32.5,3.5,30517.0,1315828.0,1807.0,15.0,333.0,432.0,1027.0,24896.0,4986.0,18611.0,1299.0,48.0,20.0,,9.8,26.0,Northeast,137.3279790367738,1892.0406010512013,3.6478931896874056
NH,2008,2014,40.3,49.2,94.8,33.3,3.2,31365.0,1321872.0,2127.0,14.0,400.0,424.0,1289.0,28054.0,4332.0,22316.0,1406.0,45.0,21.0,,9.3,23.0,Northeast,160.9081666000944,2122.2932326276677,3.404263045135989
NH,2009,1989,40.4,49.4,94.5,32.0,5.5,30396.0,1324575.0,2114.0,10.0,400.0,455.0,1249.0,28624.0,4928.0,22572.0,1124.0,25.0,19.0,,8.2,23.0,Northeast,159.5983617386709,2160.9950361436686,1.8873978445916615
NH,2010,2007,41.3,49.2,94.05,32.8,5.4,30949.0,1316807.0,2204.0,13.0,411.0,450.0,1330.0,29230.0,5444.0,22789.0,997.0,31.0,18.0,,7.8,20.0,Northeast,167.3745659006977,2219.7634125578006,2.3541794659354034
NH,2011,2173,41.5,49.4,94.13,33.4,4.7,31871.0,1318194.0,2478.0,17.0,429.0,474.0,1558.0,30106.0,5749.0,23383.0,974.0,22.0,19.0,,8.3,22.0,Northeast,187.98446966076312,2283.8823420528392,1.6689500938405122
NH,2012,2348,41.9,49.1,94.03,34.6,4.4,32201.0,1321617.0,2841.0,15.0,486.0,471.0,1869.0,32074.0,5988.0,25024.0,1062.0,30.0,17.0,,8.0,13.0,Northeast,214.96394189844713,2426.875562284686,2.2699465881567806
NH,2013,2287,42.3,49.3,93.45,34.6,4.1,33269.0,1323459.0,2642.0,22.0,479.0,649.0,1492.0,29040.0,4936.0,23164.0,940.0,23.0,18.0,,7.1,12.0,Northeast,199.6283980085518,2194.250067436921,1.7378702324741453
NH,2014,2347,42.5,49.4,93.41,35.0,3.5,34691.0,1327996.0,2625.0,16.0,1034.0,544.0,1469.0,26098.0,4191.0,21051.0,856.0,15.0,16.0,,6.5,11.0,Northeast,197.6662580308977,1965.2167627010924,1.1295214744622726
NH,2015,2611,42.8,49.4,93.59,35.7,2.9,35925.0,1330608.0,2652.0,14.0,1088.0,468.0,1543.0,23229.0,3467.0,18871.0,891.0,13.0,16.0,,6.6,7.0,Northeast,199.3073842934959,1745.743299303777,0.9769969818308625
NH,2016,2756,42.7,49.8,93.43,36.6,2.4,36320.0,1335015.0,2668.0,19.0,609.0,431.0,1609.0,20323.0,2989.0,16454.0,880.0,29.0,14.0,,5.7,4.0,Northeast,199.84794178342563,1522.3049928277958,2.1722602367763657
NH,2017,2625,43.2,49.6,93.07,36.9,2.6,38237.0,1342795.0,2668.0,14.0,663.0,419.0,1572.0,18555.0,2574.0,15066.0,915.0,17.0,12.0,,5.6,3.0,Northeast,198.69004576275606,1381.8192650404567,1.2660160337207094
NH,2018,2686,43.1,49.4,92.44,36.8,2.4,39521.0,1353465.0,2404.0,21.0,578.0,342.0,1463.0,17201.0,1908.0,14396.0,897.0,14.0,12.0,,5.9,4.0,Northeast,177.61818739309845,1270.8862068838132,1.0343821229215384
NH,2019,2794,43.0,49.5,92.56,37.6,2.0,41241.0,1359711.0,2074.0,33.0,590.0,313.0,1138.0,16442.0,1717.0,13832.0,893.0,16.0,12.0,,6.3,2.0,Northeast,152.5324131377918,1209.2275490894758,1.1767206413715856
NJ,2000,2697,36.9,48.49,74.81,31.0,5.2,65499.0,8414350.0,32298.0,289.0,1357.0,13553.0,17099.0,233637.0,43924.0,155562.0,34151.0,652.0,19.0,63.0,15.0,112.0,Northeast,383.8442660455056,2776.649414393269,7.748667455002467
NJ,2001,2647,37.7,48.18,74.12,31.8,6.2,29191.0,8484431.0,33094.0,336.0,1278.0,14110.0,17370.0,240551.0,46812.0,156031.0,37708.0,767.0,19.0,67.0,15.2,118.0,Northeast,390.05562070102286,2835.204859347669,9.040087661741842
NJ,2002,2712,37.6,48.45,72.28,31.6,7.4,29198.0,8590300.0,32168.0,337.0,1347.0,13905.0,16579.0,227621.0,43898.0,147984.0,35739.0,570.0,19.0,72.0,14.5,118.0,Northeast,374.46887768762446,2649.7444792382107,6.635391080637464
NJ,2003,2660,37.5,48.43,72.28,32.1,7.7,29094.0,8638396.0,31599.0,407.0,1325.0,13366.0,16501.0,219799.0,43453.0,141778.0,34568.0,594.0,19.0,61.0,14.5,116.0,Northeast,365.79707621646423,2544.442278404463,6.876276568011006
NJ,2004,2721,37.8,48.33,70.6,33.3,7.2,30485.0,8685166.0,30943.0,392.0,1331.0,13076.0,16144.0,211313.0,41030.0,139977.0,30306.0,769.0,18.0,54.0,13.8,85.0,Northeast,356.274134541585,2433.033519451442,8.854177340997282
NJ,2005,2206,38.0,48.56,69.88,34.2,6.3,31471.0,8717925.0,30919.0,417.0,1208.0,13215.0,16079.0,203391.0,38980.0,136728.0,27683.0,738.0,17.0,66.0,14.5,124.0,Northeast,354.6600825311069,2333.0207589535353,8.465317148289301
