State,Year,UV_Irradiance,Median_age_years,Percent_Male,Percent_White,Percent_BA_or_higher,Percent_unemployed,Per_capita_income_dollars,Population,Violent_crime,Murder,Rape,Robbery,Aggravated_assault,Property_crime,Burglary,Larceny_theft,Motor_vehicle_theft,Hate_crime,NO2,PM10,PM25,SO2,Region,Violent_crime_per_100K,Property_crime_per_100K,Hate_crime_per_100K
VT,2018,2510,43.1,49.2,94.1,38.7,2.5,33956.0,624358.0,1155.0,11.0,326.0,73.0,745.0,8211.0,1496.0,6451.0,264.0,43.0,7.0,,7.5,2.0,Northeast,184.99002175034195,1315.1108818978855,6.887074402826584
VT,2019,2722,42.8,49.5,93.77,38.7,2.2,35702.0,623989.0,1262.0,11.0,278.0,71.0,902.0,8888.0,1275.0,7315.0,298.0,34.0,7.0,,7.5,3.0,Northeast,202.2471549979246,1424.3840836937832,5.4488140015288735
VA,2000,3003,36.0,48.43,73.44,30.1,4.2,55057.0,7078515.0,19943.0,401.0,1616.0,6295.0,11631.0,194405.0,30434.0,146158.0,17813.0,324.0,17.0,39.0,14.5,75.0,South,281.7398847074563,2746.4093810636837,4.577231241298493
VA,2001,2977,36.1,48.55,73.02,31.3,4.6,25432.0,7187734.0,20939.0,364.0,1770.0,6860.0,11945.0,207506.0,31604.0,157060.0,18842.0,357.0,19.0,34.0,14.4,80.0,South,291.3157331643047,2886.9460110794307,4.966794820175593
VA,2002,3048,36.5,48.58,72.68,31.7,5.6,25689.0,7293542.0,21256.0,388.0,1839.0,6961.0,12068.0,207783.0,31757.0,157548.0,18478.0,291.0,19.0,38.0,14.0,92.0,South,291.4359031592606,2848.862733634769,3.9898310039210023
VA,2003,2945,36.9,48.81,72.66,32.2,5.7,26362.0,7386330.0,20375.0,413.0,1773.0,6672.0,11517.0,199731.0,28919.0,152898.0,17914.0,285.0,20.0,31.0,13.3,84.0,South,275.847410012821,2704.062775424331,3.8584791093817903
VA,2004,3016,36.9,48.82,72.65,32.7,5.5,27820.0,7481332.0,20608.0,390.0,1816.0,6899.0,11503.0,200368.0,28759.0,154154.0,17455.0,310.0,18.0,33.0,13.9,79.0,South,275.45896907128304,2678.2396503724203,4.143647147326171
VA,2005,2474,37.2,48.75,71.72,33.2,5.2,29148.0,7567465.0,21400.0,461.0,1721.0,7507.0,11711.0,199644.0,29672.0,154000.0,15972.0,293.0,17.0,37.0,14.3,94.0,South,282.7895470940401,2638.18861402068,3.8718381915212032
VA,2006,2496,36.9,49.16,70.83,32.7,4.7,29899.0,7642884.0,21568.0,399.0,1792.0,7749.0,11628.0,189406.0,31913.0,142679.0,14814.0,341.0,15.0,39.0,12.4,78.0,South,282.1971391950996,2478.2006373510317,4.46166656461095
VA,2007,2600,37.0,49.1,71.8,33.6,3.2,31177.0,7712091.0,20798.0,406.0,1745.0,7651.0,10996.0,190209.0,31688.0,144467.0,14054.0,296.0,13.0,36.0,12.8,94.0,South,269.6804277854087,2466.3739055983647,3.838128984733194
VA,2008,2607,37.5,49.2,70.8,33.7,3.3,32457.0,7795424.0,20038.0,370.0,1794.0,7470.0,10404.0,196700.0,32184.0,151171.0,13345.0,267.0,12.0,69.0,11.4,58.0,South,257.0482375301202,2523.275193241574,3.425086307043722
VA,2009,2542,37.0,49.1,70.4,34.0,4.8,31180.0,7882590.0,17879.0,347.0,1511.0,6257.0,9764.0,191453.0,31576.0,148458.0,11419.0,150.0,12.0,35.0,9.8,47.0,South,226.81631291238034,2428.808297780298,1.9029278447819815
VA,2010,2607,37.5,49.1,69.46,34.2,5.1,31313.0,8023953.0,17184.0,376.0,1580.0,5678.0,9550.0,187403.0,30804.0,145990.0,10609.0,175.0,12.0,37.0,10.4,44.0,South,214.1587818373313,2335.544587561767,2.1809699034877195
VA,2011,2833,37.6,49.1,69.36,35.1,4.9,32123.0,8096604.0,15923.0,303.0,1536.0,5430.0,8654.0,182141.0,30597.0,141820.0,9724.0,147.0,11.0,58.0,9.9,38.0,South,196.6626995713264,2249.5974855630825,1.81557601186868
VA,2012,2859,37.5,49.0,69.16,35.5,4.5,32517.0,8186628.0,15676.0,322.0,1505.0,4718.0,9131.0,178434.0,29651.0,139654.0,9129.0,138.0,11.0,32.0,9.4,21.0,South,191.4829890890364,2179.5786983358716,1.6856757141035357
VA,2013,2834,37.6,49.2,69.33,36.1,4.3,33145.0,8260405.0,15524.0,316.0,1581.0,4565.0,9062.0,170654.0,26640.0,135478.0,8536.0,123.0,9.0,21.0,8.6,30.0,South,187.93267400327224,2065.92776020062,1.489031106828297
VA,2014,3001,37.7,49.2,68.93,36.7,3.9,34052.0,8328098.0,16522.0,350.0,4103.0,4294.0,9462.0,161934.0,23210.0,131001.0,7723.0,123.0,9.0,23.0,8.8,29.0,South,198.38863567647738,1944.4295684320718,1.4769278651620095
VA,2015,3334,37.8,49.2,68.21,37.0,3.5,34780.0,8382993.0,16399.0,383.0,3833.0,4441.0,9235.0,156470.0,21340.0,127019.0,8111.0,158.0,10.0,24.0,9.0,29.0,South,195.62225567884883,1866.5171258045903,1.8847683637574313
VA,2016,3639,38.2,49.2,67.85,38.1,3.2,36206.0,8414380.0,18495.0,482.0,2830.0,4826.0,10357.0,157292.0,20159.0,127285.0,9848.0,127.0,10.0,22.0,7.2,24.0,South,219.8022908402045,1869.3237053710434,1.5093209481863192
VA,2017,3741,38.2,49.2,67.47,38.7,2.9,37442.0,8470020.0,17632.0,453.0,2862.0,4332.0,9985.0,151855.0,18468.0,123215.0,10172.0,214.0,8.0,20.0,7.6,18.0,South,208.16952026087307,1792.8529094382302,2.5265583788468033
VA,2018,3586,38.3,49.2,67.36,39.3,2.7,38900.0,8501286.0,17357.0,417.0,3072.0,3610.0,10258.0,142931.0,15659.0,116496.0,10776.0,149.0,8.0,20.0,7.7,18.0,South,204.16911041458903,1681.2868076665106,1.752676006900603
VA,2019,3702,38.5,49.2,66.95,39.6,2.6,40635.0,8535519.0,17753.0,426.0,2816.0,3524.0,10987.0,140213.0,13900.0,116044.0,10269.0,170.0,9.0,20.0,7.3,14.0,South,207.9896957642529,1642.700344290722,1.991677366074635
WA,2000,2262,35.6,49.42,81.7,29.4,5.5,54637.0,5894121.0,21788.0,196.0,2737.0,5812.0,13043.0,279144.0,53476.0,190650.0,35018.0,242.0,,,9.8,,West,369.6564763431223,4735.973353787613,4.105786087526877
WA,2001,2209,35.7,49.61,81.35,29.5,6.9,23516.0,5987973.0,21258.0,179.0,2600.0,5934.0,12545.0,287234.0,53024.0,195133.0,39077.0,278.0,,,8.7,,West,355.0116207938813,4796.848616384877,4.642639504219542
WA,2002,2229,36.1,49.66,80.87,29.7,9.0,23830.0,6068996.0,20964.0,184.0,2734.0,5797.0,12249.0,288967.0,54948.0,193526.0,40493.0,173.0,,,8.4,,West,345.42781046486107,4761.364153148231,2.8505538642635453
WA,2003,2212,36.2,49.56,81.26,30.2,9.5,24914.0,6131445.0,21276.0,184.0,2864.0,5718.0,12510.0,291544.0,58268.0,192657.0,40619.0,223.0,,,8.2,,West,346.9981382855102,4754.898722894848,3.636989323071478
WA,2004,2293,36.4,49.57,80.97,31.3,8.3,25212.0,6207046.0,21330.0,190.0,2857.0,5866.0,12417.0,300837.0,60632.0,196972.0,43233.0,175.0,,,9.3,,West,343.64172587088933,4846.701635528398,2.819376560122158
WA,2005,2087,36.7,49.67,81.15,30.1,7.2,26662.0,6287759.0,21745.0,205.0,2811.0,5788.0,12941.0,307661.0,60343.0,198031.0,49287.0,171.0,,,9.2,,West,345.83068466841684,4893.01514259691,2.719569881733699
WA,2006,2186,36.7,49.79,80.49,30.5,6.4,27346.0,6395798.0,22120.0,190.0,2746.0,6405.0,12779.0,286533.0,58307.0,182327.0,45899.0,177.0,,,9.8,,West,345.85207350200864,4480.019537827805,2.76744199863723
WA,2007,2169,37.1,49.9,83.7,30.3,3.9,29027.0,6468424.0,21546.0,173.0,2629.0,6053.0,12691.0,260729.0,52704.0,170403.0,37622.0,196.0,,,8.1,,West,333.09504757263903,4030.7963732742323,3.0301043963722845
WA,2008,2145,37.3,49.9,80.4,30.7,3.7,30212.0,6566073.0,21739.0,193.0,2627.0,6397.0,12522.0,247885.0,52756.0,166384.0,28745.0,240.0,,,8.4,,West,331.08069313271415,3775.2397818300224,3.655152783101863
WA,2009,2298,36.9,49.9,80.2,31.0,6.2,28847.0,6664195.0,22056.0,179.0,2539.0,6699.0,12639.0,244368.0,52791.0,167897.0,23680.0,208.0,,,7.6,,West,330.9627044226647,3666.879495572984,3.1211571690204147
WA,2010,2018,37.2,49.8,78.7,31.1,6.9,28364.0,6742950.0,21138.0,154.0,2579.0,5929.0,12476.0,249426.0,55192.0,168490.0,25744.0,232.0,,,6.3,,West,313.4829711031522,3699.0634662870107,3.440630584536442
WA,2011,2365,37.3,49.9,78.44,31.9,6.6,29278.0,6830038.0,20121.0,162.0,2290.0,5638.0,12031.0,244146.0,56532.0,162779.0,24835.0,213.0,,,8.3,,West,294.59572552890626,3574.592117935508,3.1185770855154837
WA,2012,2629,37.5,49.9,78.34,31.7,5.6,29861.0,6895318.0,20553.0,217.0,2250.0,5801.0,12285.0,254377.0,61376.0,166338.0,26663.0,274.0,,,7.3,,West,298.0718220682498,3689.1264478302523,3.9737108571352326
WA,2013,2598,37.4,49.9,78.03,32.7,5.0,30672.0,6971406.0,19377.0,160.0,1797.0,5819.0,11601.0,258662.0,58353.0,171910.0,28399.0,294.0,,,8.7,,West,277.94967041081816,3710.3275867163666,4.217226768889948
WA,2014,2774,37.5,50.0,77.67,33.1,4.1,31841.0,7063166.0,20185.0,178.0,4779.0,5641.0,11586.0,261257.0,55381.0,175317.0,30559.0,304.0,,,6.3,,West,285.7783605822092,3698.8653530159136,4.304018905969363
WA,2015,2906,37.5,50.0,76.9,34.2,3.8,33486.0,7170351.0,20394.0,211.0,4898.0,5449.0,12029.0,248369.0,50993.0,170509.0,26867.0,275.0,,,7.2,,West,284.42122289410935,3463.8332209957366,3.8352376334157143
WA,2016,2755,37.7,49.9,75.69,35.1,3.4,35284.0,7280934.0,22101.0,195.0,3133.0,5649.0,13124.0,254994.0,49249.0,173423.0,32322.0,395.0,,,5.6,,West,303.54622085573084,3502.215512460352,5.425128149767599
WA,2017,2792,37.7,49.9,75.38,35.5,3.1,36975.0,7405743.0,22548.0,230.0,3255.0,5390.0,13673.0,235027.0,43720.0,162511.0,28796.0,512.0,,,7.9,,West,304.46641208046236,3173.577587015915,6.913553440890401
WA,2018,2826,37.7,50.0,74.76,36.7,2.7,39119.0,7523869.0,23719.0,236.0,3610.0,5557.0,14316.0,223256.0,40434.0,154941.0,27881.0,515.0,,,7.4,,West,315.2500395740543,2967.303125559469,6.844882599630589
WA,2019,2742,37.9,50.0,74.21,37.0,2.9,41521.0,7614893.0,22377.0,198.0,3332.0,5147.0,13700.0,204224.0,34540.0,145282.0,24402.0,479.0,,,6.4,,West,293.858364129345,2681.9024246302606,6.290305064037013
WV,2000,2923,39.2,48.59,95.33,14.3,6.5,35029.0,1808344.0,5723.0,46.0,331.0,749.0,4597.0,41344.0,9890.0,28139.0,3315.0,74.0,17.0,72.0,14.5,57.0,South,316.4773958937016,2286.2906615113056,4.092141760638462
WV,2001,2872,39.4,48.61,95.46,15.4,7.1,16797.0,1801916.0,5035.0,40.0,320.0,707.0,3968.0,41085.0,9601.0,28268.0,3216.0,40.0,19.0,58.0,14.4,55.0,South,279.4247900568062,2280.0729889739587,2.219859305317229
WV,2002,2941,40.0,48.25,95.17,16.1,7.1,17423.0,1801873.0,4221.0,57.0,328.0,657.0,3179.0,41099.0,9677.0,27524.0,3898.0,42.0,19.0,62.0,14.0,50.0,South,234.25624336454345,2280.904370063817,2.330907894174562
WV,2003,2841,40.0,48.72,95.12,17.0,8.4,17325.0,1810354.0,4661.0,63.0,296.0,730.0,3572.0,42714.0,10178.0,29012.0,3524.0,31.0,20.0,56.0,13.3,49.0,South,257.4634574232443,2359.428045564569,1.7123722763614189
WV,2004,2931,40.3,48.79,95.03,16.3,6.8,18025.0,1812548.0,5110.0,68.0,346.0,774.0,3922.0,46326.0,10994.0,31566.0,3766.0,45.0,18.0,69.0,13.9,69.0,South,281.92356836894805,2555.8495554324636,2.482692872133593
WV,2005,2315,40.7,48.88,94.96,16.9,7.2,19214.0,1816856.0,4957.0,80.0,321.0,811.0,3745.0,47696.0,11286.0,32594.0,3816.0,46.0,17.0,72.0,14.3,53.0,South,272.83395051671675,2625.1942916774915,2.531846222265276
WV,2006,2316,40.7,49.0,94.65,16.5,6.8,19417.0,1818470.0,5087.0,75.0,389.0,853.0,3770.0,47672.0,11531.0,32220.0,3921.0,35.0,15.0,72.0,12.4,53.0,South,279.7406611052148,2621.5444851990956,1.9246949358526673
WV,2007,2437,40.4,49.1,95.5,17.3,3.4,20419.0,1812035.0,4987.0,64.0,369.0,852.0,3702.0,45753.0,10814.0,31447.0,3492.0,44.0,13.0,94.0,12.8,54.0,South,275.2154345804579,2524.9512288669916,2.428209168145207
WV,2008,2409,40.6,48.9,94.4,17.1,3.2,21161.0,1814873.0,5027.0,67.0,392.0,899.0,3669.0,46349.0,10914.0,32241.0,3194.0,46.0,12.0,87.0,11.4,40.0,South,276.98907857464405,2553.8426104746727,2.5346126147669836
WV,2009,2385,40.8,49.1,94.3,17.3,4.3,21284.0,1819777.0,5396.0,84.0,433.0,917.0,3962.0,45981.0,11951.0,31289.0,2741.0,25.0,12.0,49.0,9.8,28.0,South,296.5198483110842,2526.738166269823,1.3737947012188858
WV,2010,2470,41.2,49.3,93.88,17.5,4.8,20953.0,1854368.0,5586.0,58.0,362.0,776.0,4390.0,41301.0,10778.0,28104.0,2419.0,33.0,12.0,90.0,10.4,38.0,South,301.2347063797477,2227.2278210150303,1.7795820462820755
WV,2011,2605,41.4,49.3,93.89,18.5,4.8,22060.0,1855364.0,5861.0,80.0,388.0,910.0,4483.0,42189.0,11192.0,28743.0,2254.0,19.0,11.0,63.0,9.9,41.0,South,315.8948863942601,2273.893424686477,1.0240578129143392
WV,2012,2752,41.5,49.1,93.68,18.6,4.3,22410.0,1856680.0,5943.0,70.0,415.0,835.0,4623.0,44500.0,11466.0,30800.0,2234.0,27.0,11.0,92.0,9.4,14.0,South,320.0874679535515,2396.7511902966585,1.4542085873710062
WV,2013,2626,41.7,49.4,93.71,18.9,4.6,23159.0,1854304.0,5371.0,61.0,456.0,651.0,4203.0,39013.0,9674.0,27423.0,1916.0,58.0,9.0,74.0,8.6,14.0,South,289.65045645158506,2103.9160784855126,3.1278582152656735
WV,2014,2829,41.9,49.4,93.58,19.2,3.7,22714.0,1848751.0,5850.0,84.0,1011.0,655.0,4517.0,38282.0,9368.0,26954.0,1960.0,29.0,9.0,36.0,8.8,18.0,South,316.42984912516613,2070.695296446087,1.5686266025008233
WV,2015,3101,42.2,49.3,93.42,19.6,3.9,23539.0,1844128.0,6231.0,70.0,1092.0,760.0,4729.0,37251.0,9170.0,25842.0,2239.0,41.0,10.0,56.0,9.0,13.0,South,337.88327057557825,2019.97909038852,2.223273004910722
WV,2016,3449,42.3,49.2,93.07,20.8,4.1,24769.0,1828637.0,6633.0,85.0,684.0,720.0,5144.0,37282.0,9127.0,25657.0,2498.0,41.0,10.0,50.0,7.2,7.0,South,362.7291802583017,2038.7862653987643,2.242107099440731
WV,2017,3479,42.4,49.4,92.76,20.2,3.5,24478.0,1815857.0,6368.0,85.0,795.0,524.0,4964.0,33630.0,7628.0,23000.0,3002.0,39.0,8.0,34.0,7.6,7.0,South,350.6884077325472,1852.018082921728,2.147746215698703
WV,2018,3382,42.8,49.5,93.02,21.3,3.1,26179.0,1804291.0,5411.0,76.0,716.0,333.0,4286.0,27888.0,5916.0,19783.0,2189.0,83.0,8.0,47.0,7.7,10.0,South,299.89619191139343,1545.6486786222401,4.600144876851905
WV,2019,3459,42.9,49.4,93.07,21.1,3.2,27446.0,1792147.0,5674.0,78.0,754.0,378.0,4464.0,28376.0,5891.0,20066.0,2419.0,54.0,9.0,40.0,7.3,7.0,South,316.6034929054369,1583.3522584921884,3.013145685035882
WI,2000,2445,36.2,49.3,88.64,22.6,4.4,52195.0,5363675.0,12700.0,169.0,1165.0,4537.0,6829.0,159424.0,25183.0,119605.0,14636.0,47.0,11.0,71.0,11.8,39.0,Midwest,236.77795541303306,2972.290453839951,0.8762648743631931
WI,2001,2400,36.8,49.37,89.04,23.2,5.7,22117.0,5401906.0,12486.0,192.0,1142.0,4444.0,6708.0,166924.0,26927.0,125275.0,14722.0,61.0,10.0,71.0,11.4,34.0,Midwest,231.14063813772398,3090.094496275944,1.1292310528913314
WI,2002,2410,37.0,49.53,88.52,23.2,7.0,22061.0,5441196.0,12238.0,154.0,1237.0,4713.0,6134.0,164749.0,27926.0,123365.0,13458.0,34.0,9.0,58.0,10.3,27.0,Midwest,224.9137873364606,3027.808592081594,0.6248626221146969
WI,2003,2348,37.1,49.3,88.27,23.8,6.9,22178.0,5472299.0,12095.0,181.0,1198.0,4386.0,6330.0,157747.0,26562.0,118865.0,12320.0,31.0,10.0,67.0,9.9,44.0,Midwest,221.02227966710154,2882.645849578029,0.5664895138222528
WI,2004,2414,37.5,49.44,88.1,24.1,6.9,23350.0,5503533.0,11548.0,154.0,1136.0,4067.0,6191.0,146710.0,23854.0,111482.0,11374.0,38.0,9.0,59.0,8.9,39.0,Midwest,209.82884994057451,2665.74216962086,0.6904655609405813
WI,2005,2106,37.9,49.37,88.07,25.0,6.2,24761.0,5536201.0,13371.0,194.0,1142.0,4550.0,7485.0,147275.0,24406.0,110323.0,12546.0,45.0,9.0,63.0,10.4,37.0,Midwest,241.51941015147392,2660.217719696232,0.8128317595405224
WI,2006,2055,37.6,49.65,87.46,25.1,5.5,24875.0,5556506.0,15783.0,164.0,1131.0,5567.0,8921.0,156571.0,26994.0,115546.0,14031.0,85.0,10.0,70.0,9.0,27.0,Midwest,284.045405512025,2817.795931472044,1.529738292372941
WI,2007,2158,38.0,49.7,88.5,25.4,3.9,25993.0,5601640.0,16296.0,183.0,1223.0,5474.0,9416.0,158959.0,27839.0,117687.0,13433.0,69.0,10.0,74.0,10.0,24.0,Midwest,290.9148035218258,2837.7225241179367,1.2317821209502933
WI,2008,2060,38.2,49.7,88.4,25.7,3.6,26932.0,5627610.0,15499.0,146.0,1128.0,5163.0,9062.0,155396.0,27455.0,116402.0,11539.0,95.0,7.0,45.0,10.0,23.0,Midwest,275.4099875435576,2761.3143057177026,1.6881056078868295
WI,2009,2118,38.4,49.7,88.4,25.7,5.6,25897.0,5654774.0,14533.0,144.0,1108.0,4850.0,8431.0,147486.0,26740.0,111820.0,8926.0,54.0,7.0,49.0,9.9,20.0,Midwest,257.0040818607428,2608.1678949503553,0.9549453258432609
WI,2010,2127,38.5,49.7,87.01,26.3,6.1,25458.0,5691659.0,14167.0,155.0,1191.0,4516.0,8305.0,142781.0,26636.0,107993.0,8152.0,93.0,8.0,64.0,9.3,20.0,Midwest,248.90809516170944,2508.6007436496106,1.6339699901206308
WI,2011,2325,38.7,49.6,87.2,26.5,5.5,26212.0,5711767.0,13532.0,136.0,1163.0,4469.0,7764.0,138949.0,26654.0,104063.0,8232.0,79.0,7.0,84.0,8.9,10.0,Midwest,236.9144259561008,2432.6797644231638,1.3831096401516378
WI,2012,2574,38.8,49.6,86.75,27.1,4.9,26994.0,5724554.0,16254.0,169.0,1228.0,4692.0,10165.0,140780.0,27931.0,104619.0,8230.0,69.0,8.0,55.0,8.9,10.0,Midwest,283.93478339098556,2459.2308850610893,1.2053340749340473
WI,2013,2255,39.0,49.7,86.6,27.7,4.3,27448.0,5742713.0,15570.0,162.0,1296.0,4834.0,9278.0,125688.0,24347.0,93953.0,7388.0,50.0,7.0,57.0,8.4,11.0,Midwest,271.12620811800974,2188.651949000411,0.8706686195183356
WI,2014,2393,39.2,49.6,86.26,28.4,3.5,28213.0,5759432.0,16763.0,159.0,2893.0,5101.0,9826.0,120535.0,21375.0,89255.0,9905.0,52.0,7.0,49.0,8.0,9.0,Midwest,291.05300661593014,2092.827903862742,0.9028668104771442
WI,2015,2764,39.4,49.7,86.04,28.4,2.8,29563.0,5771337.0,17647.0,240.0,3004.0,5232.0,10395.0,113924.0,19554.0,83385.0,10985.0,43.0,6.0,90.0,7.0,7.0,Midwest,305.7697029301876,1973.9620126151012,0.7450613263443115
WI,2016,2741,39.4,49.7,85.52,29.5,2.7,30902.0,5772917.0,17716.0,232.0,2005.0,4707.0,10772.0,111911.0,19498.0,82455.0,9958.0,39.0,6.0,64.0,6.7,7.0,Midwest,306.88125257993494,1938.5520353055483,0.6755683478560319
WI,2017,2624,39.5,49.7,85.28,30.4,2.3,31998.0,5795483.0,18539.0,186.0,2139.0,4345.0,11869.0,104802.0,17599.0,77735.0,9468.0,42.0,6.0,86.0,7.1,8.0,Midwest,319.8870568682541,1808.3393567024523,0.7247023242066278
WI,2018,2742,39.6,49.7,85.27,30.0,2.1,33032.0,5807406.0,17365.0,175.0,2333.0,3493.0,11364.0,91238.0,14180.0,68380.0,8678.0,48.0,6.0,56.0,7.9,8.0,Midwest,299.01474083265407,1571.0628807422795,0.8265308125521101
WI,2019,2730,39.9,49.7,85.25,31.3,2.1,34568.0,5822434.0,17070.0,175.0,2261.0,2991.0,11643.0,85672.0,12667.0,65620.0,7385.0,48.0,6.0,81.0,7.3,7.0,Midwest,293.1763588904571,1471.412127642838,0.8243974942438163
WY,2000,2931,36.6,50.14,92.41,24.2,4.7,46982.0,493782.0,1316.0,12.0,160.0,70.0,1074.0,14969.0,2078.0,12318.0,573.0,9.0,3.0,45.0,9.6,,West,266.514372739387,3031.499730650368,1.8226666828681484
WY,2001,2859,36.8,49.85,92.69,23.4,5.1,20423.0,494423.0,1272.0,9.0,153.0,84.0,1026.0,16120.0,2481.0,12943.0,696.0,10.0,3.0,52.0,9.6,,West,257.26958495053833,3260.3661237442434,2.0225596301142947
WY,2002,2822,37.8,50.26,92.16,23.4,5.8,22096.0,498703.0,1364.0,15.0,148.0,93.0,1108.0,16494.0,2448.0,13303.0,743.0,5.0,3.0,114.0,9.6,,West,273.5094836004596,3307.3793420131824,1.0026007463359956
WY,2003,2813,38.0,50.03,92.63,23.7,5.5,22045.0,501242.0,1314.0,14.0,136.0,84.0,1080.0,16648.0,2611.0,13239.0,798.0,12.0,2.0,74.0,8.1,,West,262.1488223253438,3321.349767178329,2.394053171920948
WY,2004,2881,38.4,50.1,92.5,24.8,4.8,24036.0,505887.0,1163.0,11.0,112.0,67.0,973.0,16889.0,2738.0,13352.0,799.0,4.0,2.0,61.0,9.6,,West,229.89323702724127,3338.492588265759,0.790690411099712
WY,2005,2835,39.1,49.93,92.42,23.2,5.3,23936.0,509294.0,1172.0,14.0,122.0,78.0,958.0,16070.0,2426.0,12905.0,739.0,3.0,2.0,51.0,7.7,,West,230.12248328077692,3155.348384233861,0.5890507251214426
WY,2006,2854,37.5,50.33,91.83,22.7,3.5,24544.0,515004.0,1234.0,9.0,140.0,72.0,1013.0,15350.0,2320.0,12254.0,776.0,5.0,2.0,40.0,7.7,,West,239.60978943852862,2980.559374296122,0.9708662456990624
WY,2007,2842,36.9,51.0,94.3,23.4,2.6,27687.0,522830.0,1251.0,16.0,160.0,84.0,991.0,14984.0,2348.0,11840.0,796.0,21.0,2.0,66.0,7.5,,West,239.27471644702865,2865.941128091349,4.016601954746284
WY,2008,2776,36.6,50.6,91.9,23.6,2.3,28489.0,532981.0,1312.0,12.0,184.0,86.0,1030.0,14511.0,2200.0,11588.0,723.0,6.0,2.0,92.0,7.8,,West,246.1626211816181,2722.6111249744363,1.1257436944281316
WY,2009,2766,36.7,51.3,91.3,23.8,4.1,26778.0,544270.0,1242.0,13.0,184.0,77.0,968.0,14354.0,2230.0,11353.0,771.0,8.0,2.0,61.0,8.3,,West,228.19556470134305,2637.2939901152004,1.4698587098315175
WY,2010,2670,36.7,50.9,90.99,24.1,4.2,27616.0,564554.0,1117.0,8.0,162.0,77.0,870.0,13869.0,2151.0,11126.0,592.0,2.0,2.0,106.0,9.3,,West,197.85529816456884,2456.6294809708197,0.35426194836986363
WY,2011,2853,36.8,50.9,90.7,24.7,3.5,27973.0,568158.0,1246.0,18.0,146.0,71.0,1011.0,12877.0,1863.0,10493.0,521.0,2.0,2.0,81.0,7.8,,West,219.30519327370203,2266.4470094586363,0.35201475645859076
WY,2012,3124,36.9,50.8,90.87,24.7,3.8,27813.0,576626.0,1161.0,14.0,154.0,61.0,932.0,13222.0,2125.0,10513.0,584.0,2.0,2.0,122.0,7.8,,West,201.34367857155243,2292.9940724143553,0.34684526885711014
WY,2013,2852,36.6,51.1,90.67,26.6,3.4,28889.0,582658.0,1152.0,17.0,144.0,75.0,916.0,12809.0,1955.0,10276.0,578.0,1.0,1.0,57.0,7.8,,West,197.71461131572894,2198.3736600201146,0.1716272667671258
WY,2014,3050,36.6,50.9,91.02,26.6,2.9,29698.0,584304.0,1142.0,16.0,301.0,53.0,899.0,11477.0,1689.0,9185.0,603.0,0.0,1.0,77.0,6.7,,West,195.44620608450398,1964.2172567704483,0.0
WY,2015,3288,36.5,50.3,91.51,26.2,3.3,31383.0,586107.0,1302.0,16.0,298.0,59.0,1054.0,11151.0,1762.0,8797.0,592.0,2.0,1.0,61.0,6.2,,West,222.14373825939632,1902.55362928612,0.3412346209821756
WY,2016,3468,37.2,50.9,92.03,27.1,3.7,30042.0,584910.0,1431.0,20.0,206.0,59.0,1146.0,11460.0,1771.0,8889.0,800.0,3.0,1.0,60.0,6.8,,West,244.65302354208342,1959.275786018362,0.5128994204236549
WY,2017,3478,37.5,51.1,91.21,27.6,3.4,30883.0,579315.0,1376.0,15.0,263.0,76.0,1022.0,10604.0,1593.0,8232.0,779.0,4.0,1.0,86.0,7.4,,West,237.5219008656776,1830.4376720782302,0.6904706420513883
WY,2018,3448,38.5,50.6,91.47,26.9,2.5,33522.0,577601.0,1235.0,14.0,261.0,75.0,885.0,10308.0,1551.0,7974.0,783.0,0.0,1.0,76.0,7.3,,West,213.81541929463418,1784.6229490599912,0.0
